FQ:6126.482, am:1.618, pw:5.140, ps:10043.047 
FQ:5742.574, am:1.619, pw:5.130, ps:10275.588 
FQ:5952.381, am:1.602, pw:5.110, ps:10977.782 
FQ:5759.682, am:1.603, pw:5.110, ps:10397.146 
FQ:5964.215, am:1.601, pw:5.105, ps:10377.026 
FQ:5976.096, am:1.601, pw:5.105, ps:10364.030 
FQ:5976.096, am:1.610, pw:5.105, ps:10322.293 
FQ:5982.054, am:1.611, pw:5.095, ps:10317.619 
FQ:5794.206, am:1.611, pw:5.085, ps:10353.011 
FQ:5794.206, am:1.611, pw:5.090, ps:10348.902 
FQ:6006.006, am:1.611, pw:5.070, ps:10330.004 
FQ:6006.006, am:1.613, pw:5.065, ps:10326.882 
FQ:5994.006, am:1.612, pw:5.070, ps:10908.919 
FQ:5994.006, am:1.613, pw:5.075, ps:10494.463 
FQ:5994.006, am:1.614, pw:5.065, ps:10521.030 
FQ:6018.054, am:1.614, pw:5.055, ps:10328.047 
FQ:6006.006, am:1.614, pw:5.060, ps:10411.374 
FQ:5829.146, am:1.614, pw:5.050, ps:10363.230 
FQ:6036.217, am:1.608, pw:5.030, ps:10748.630 
FQ:6048.387, am:1.609, pw:5.035, ps:11073.755 
FQ:6042.296, am:1.610, pw:5.025, ps:10906.668 
FQ:6042.296, am:1.609, pw:5.035, ps:10462.057 
FQ:6048.387, am:1.618, pw:5.025, ps:10852.158 
FQ:6042.296, am:1.618, pw:5.040, ps:10349.159 
FQ:6048.387, am:1.620, pw:5.030, ps:10337.999 
FQ:6042.296, am:1.622, pw:5.030, ps:10335.605 
FQ:6048.387, am:1.622, pw:5.030, ps:10340.854 
FQ:5852.674, am:1.622, pw:5.025, ps:10372.195 
FQ:5852.674, am:1.622, pw:5.030, ps:10373.921 
FQ:6054.490, am:1.623, pw:5.025, ps:10345.059 
FQ:5852.674, am:1.624, pw:5.025, ps:10371.984 
FQ:5852.674, am:1.622, pw:5.025, ps:10375.106 
FQ:6060.606, am:1.623, pw:5.015, ps:10489.716 
FQ:6054.490, am:1.622, pw:5.025, ps:10358.818 
FQ:6066.734, am:1.614, pw:5.010, ps:10646.177 
FQ:5858.586, am:1.614, pw:5.025, ps:10423.373 
FQ:5870.445, am:1.615, pw:5.015, ps:10629.010 
FQ:5864.510, am:1.614, pw:5.015, ps:10426.414 
