FQ:6282.723, am:0.497, pw:6.755, ps:8391.630 
FQ:6320.542, am:0.498, pw:6.740, ps:8468.648 
FQ:6184.012, am:0.498, pw:6.730, ps:9388.351 
FQ:6193.353, am:0.498, pw:6.720, ps:9377.032 
FQ:6231.003, am:0.498, pw:6.695, ps:9403.157 
FQ:6235.741, am:0.498, pw:6.690, ps:9397.931 
FQ:6240.487, am:0.496, pw:6.685, ps:9442.028 
FQ:6240.487, am:0.496, pw:6.680, ps:9452.570 
FQ:6226.272, am:0.495, pw:6.650, ps:8379.462 
FQ:6250.000, am:0.497, pw:6.665, ps:9446.654 
FQ:6221.548, am:0.513, pw:6.650, ps:8304.929 
FQ:6250.000, am:0.500, pw:6.665, ps:9415.801 
FQ:6106.870, am:0.500, pw:6.655, ps:9418.322 
FQ:6116.208, am:0.517, pw:6.655, ps:9115.525 
FQ:6283.525, am:0.514, pw:6.630, ps:8502.415 
FQ:6240.487, am:0.501, pw:6.635, ps:8221.356 
FQ:6120.888, am:0.502, pw:6.650, ps:9431.813 
FQ:6125.574, am:0.501, pw:6.655, ps:9444.894 
FQ:6130.268, am:0.502, pw:6.650, ps:9435.683 
FQ:6134.969, am:0.500, pw:6.640, ps:9473.348 
FQ:6158.584, am:0.498, pw:6.600, ps:9509.966 
FQ:6293.170, am:0.498, pw:6.615, ps:8277.164 
FQ:6153.846, am:0.499, pw:6.605, ps:9498.900 
FQ:6158.584, am:0.506, pw:6.595, ps:9380.188 
FQ:6149.116, am:0.507, pw:6.605, ps:9376.382 
FQ:6269.113, am:0.511, pw:6.650, ps:9312.014 
FQ:6250.000, am:0.504, pw:6.610, ps:9171.189 
FQ:6120.888, am:0.503, pw:6.640, ps:9476.373 
FQ:6254.767, am:0.504, pw:6.610, ps:9101.499 
FQ:6254.767, am:0.508, pw:6.615, ps:8529.799 
FQ:6144.393, am:0.508, pw:6.630, ps:9375.313 
FQ:5825.243, am:0.505, pw:0.520, ps:7491.292 
