FQ:7017.544, am:0.370, pw:0.570, ps:8534.958 
FQ:7017.544, am:0.368, pw:0.575, ps:8744.968 
FQ:7079.646, am:0.369, pw:0.565, ps:8080.491 
FQ:6956.522, am:0.369, pw:0.575, ps:8906.992 
FQ:7017.544, am:0.369, pw:0.570, ps:8567.487 
FQ:7079.646, am:0.369, pw:0.570, ps:8496.828 
FQ:6896.552, am:0.368, pw:0.580, ps:9015.535 
FQ:6956.522, am:0.367, pw:0.575, ps:8809.394 
FQ:7079.646, am:0.369, pw:0.570, ps:8440.385 
FQ:6956.522, am:0.368, pw:0.575, ps:8870.900 
FQ:7079.646, am:0.371, pw:0.565, ps:8358.830 
FQ:6956.522, am:0.369, pw:0.580, ps:8928.618 
FQ:7079.646, am:0.371, pw:0.570, ps:8499.854 
FQ:6956.522, am:0.367, pw:0.575, ps:8890.519 
FQ:7017.544, am:0.369, pw:0.570, ps:8487.997 
FQ:7079.646, am:0.369, pw:0.565, ps:8449.482 
FQ:7017.544, am:0.369, pw:0.570, ps:8446.845 
FQ:7142.857, am:0.368, pw:0.565, ps:7696.592 
FQ:7017.544, am:0.368, pw:0.575, ps:8817.358 
FQ:7017.544, am:0.369, pw:0.570, ps:8315.069 
FQ:7017.544, am:0.370, pw:0.575, ps:8678.068 
FQ:6956.522, am:0.367, pw:0.575, ps:8967.924 
FQ:7017.544, am:0.368, pw:0.575, ps:8653.529 
FQ:6122.449, am:0.369, pw:0.560, ps:7976.651 
FQ:6185.567, am:0.371, pw:0.560, ps:7992.333 
FQ:7079.646, am:0.371, pw:0.570, ps:8176.090 
FQ:7079.646, am:0.370, pw:0.570, ps:8297.256 
FQ:7079.646, am:0.370, pw:0.565, ps:7949.973 
FQ:7207.207, am:0.367, pw:0.560, ps:7369.062 
FQ:7142.857, am:0.367, pw:0.565, ps:7877.567 
FQ:7142.857, am:0.367, pw:0.565, ps:7985.756 
FQ:7017.544, am:0.367, pw:0.570, ps:8608.520 
FQ:7142.857, am:0.369, pw:0.560, ps:7667.795 
FQ:7017.544, am:0.370, pw:0.570, ps:8666.372 
FQ:7079.646, am:0.367, pw:0.565, ps:8203.922 
FQ:7079.646, am:0.370, pw:0.565, ps:7999.005 
FQ:6185.567, am:0.371, pw:0.560, ps:7667.171 
FQ:6496.520, am:0.398, pw:4.380, ps:5203.702 
FQ:6473.988, am:0.398, pw:4.480, ps:4794.124 
FQ:6956.522, am:0.388, pw:0.575, ps:8922.864 
FQ:6956.522, am:0.381, pw:0.575, ps:8917.756 
FQ:7017.544, am:0.356, pw:0.570, ps:8052.356 
FQ:7017.544, am:0.352, pw:0.575, ps:8209.310 
FQ:7017.544, am:0.356, pw:0.575, ps:8211.767 
FQ:7079.646, am:0.363, pw:0.570, ps:7881.633 
FQ:6956.522, am:0.359, pw:0.575, ps:8191.045 
FQ:6896.552, am:0.362, pw:0.580, ps:8963.760 
FQ:6956.522, am:0.365, pw:0.575, ps:8341.110 
FQ:6956.522, am:0.364, pw:0.575, ps:8536.291 
FQ:6896.552, am:0.362, pw:0.580, ps:9011.250 
FQ:6956.522, am:0.363, pw:0.575, ps:8589.121 
FQ:7017.544, am:0.363, pw:0.575, ps:8216.402 
FQ:6956.522, am:0.363, pw:0.575, ps:8510.992 
FQ:6956.522, am:0.361, pw:0.580, ps:8797.793 
FQ:7017.544, am:0.364, pw:0.570, ps:8111.564 
FQ:7017.544, am:0.365, pw:0.575, ps:8483.770 
FQ:6956.522, am:0.363, pw:0.580, ps:8739.458 
FQ:6956.522, am:0.365, pw:0.575, ps:8642.270 
FQ:7079.646, am:0.363, pw:0.565, ps:7523.726 
FQ:6896.552, am:0.363, pw:0.580, ps:8958.552 
FQ:6956.522, am:0.364, pw:0.580, ps:8607.918 
FQ:7017.544, am:0.366, pw:0.575, ps:8224.975 
FQ:6956.522, am:0.362, pw:0.580, ps:8671.831 
FQ:7079.646, am:0.363, pw:0.570, ps:7792.642 
FQ:6956.522, am:0.362, pw:0.575, ps:8522.272 
FQ:6956.522, am:0.360, pw:0.580, ps:8677.683 
FQ:7079.646, am:0.360, pw:0.570, ps:7805.877 
FQ:6896.552, am:0.358, pw:0.580, ps:8815.439 
FQ:7017.544, am:0.359, pw:0.570, ps:8188.644 
FQ:7017.544, am:0.361, pw:0.570, ps:8059.300 
FQ:7079.646, am:0.358, pw:0.565, ps:7588.630 
FQ:6896.552, am:0.361, pw:0.580, ps:8703.733 
FQ:6956.522, am:0.358, pw:0.575, ps:8437.791 
FQ:6896.552, am:0.360, pw:0.580, ps:8907.262 
FQ:7017.544, am:0.359, pw:0.570, ps:7945.687 
FQ:6956.522, am:0.360, pw:0.575, ps:8686.411 
FQ:6956.522, am:0.360, pw:0.575, ps:8370.398 
FQ:7017.544, am:0.361, pw:0.575, ps:8203.655 
FQ:6956.522, am:0.361, pw:0.580, ps:8603.384 
FQ:6896.552, am:0.361, pw:0.580, ps:8850.994 
FQ:6896.552, am:0.358, pw:0.580, ps:9091.597 
FQ:6956.522, am:0.362, pw:0.575, ps:8311.415 
FQ:7017.544, am:0.363, pw:0.575, ps:8112.586 
FQ:7079.646, am:0.360, pw:0.565, ps:7601.585 
FQ:6896.552, am:0.364, pw:0.580, ps:8846.158 
FQ:6896.552, am:0.361, pw:0.580, ps:8803.089 
FQ:7142.857, am:0.364, pw:0.565, ps:7411.184 
FQ:7017.544, am:0.365, pw:0.570, ps:8085.132 
FQ:6060.606, am:0.119, pw:0.995, ps:8950.421 
FQ:5970.149, am:0.111, pw:1.010, ps:7824.279 
FQ:6211.180, am:0.111, pw:0.810, ps:8662.324 
FQ:7207.207, am:0.374, pw:0.560, ps:8047.545 
FQ:7142.857, am:0.374, pw:0.565, ps:8210.656 
FQ:7207.207, am:0.374, pw:0.565, ps:8067.353 
FQ:7207.207, am:0.374, pw:0.560, ps:7886.999 
FQ:7017.544, am:0.380, pw:0.575, ps:8857.368 
FQ:7272.727, am:0.376, pw:0.560, ps:8120.607 
FQ:7017.544, am:0.374, pw:0.570, ps:8912.483 
FQ:6122.449, am:0.375, pw:0.565, ps:8228.064 
FQ:7207.207, am:0.375, pw:0.565, ps:8209.670 
FQ:7079.646, am:0.375, pw:0.570, ps:8733.660 
FQ:7207.207, am:0.374, pw:0.565, ps:8535.720 
FQ:7207.207, am:0.374, pw:0.565, ps:8162.602 
FQ:7079.646, am:0.375, pw:0.570, ps:8773.939 
FQ:7017.544, am:0.373, pw:0.570, ps:8863.979 
FQ:7079.646, am:0.374, pw:0.570, ps:8773.777 
FQ:7017.544, am:0.373, pw:0.570, ps:8893.821 
FQ:7079.646, am:0.374, pw:0.570, ps:8609.862 
FQ:7079.646, am:0.374, pw:0.565, ps:8586.040 
FQ:7017.544, am:0.373, pw:0.570, ps:8854.612 
FQ:7017.544, am:0.375, pw:0.570, ps:8682.255 
FQ:6185.567, am:0.374, pw:0.560, ps:7834.558 
FQ:6956.522, am:0.373, pw:0.575, ps:9308.938 
FQ:7142.857, am:0.375, pw:0.565, ps:8298.846 
FQ:7079.646, am:0.374, pw:0.565, ps:8489.100 
FQ:7079.646, am:0.373, pw:0.570, ps:8734.148 
FQ:6185.567, am:0.382, pw:0.560, ps:7676.126 
FQ:7017.544, am:0.378, pw:0.570, ps:8707.270 
FQ:6956.522, am:0.376, pw:0.575, ps:9075.190 
FQ:7079.646, am:0.375, pw:0.570, ps:8562.033 
FQ:7207.207, am:0.375, pw:0.565, ps:8049.266 
FQ:7017.544, am:0.374, pw:0.570, ps:8832.433 
FQ:6122.449, am:0.376, pw:0.560, ps:7999.926 
FQ:7017.544, am:0.372, pw:0.575, ps:9000.502 
FQ:7142.857, am:0.374, pw:0.565, ps:8380.404 
FQ:6185.567, am:0.375, pw:0.555, ps:7916.000 
FQ:6956.522, am:0.372, pw:0.575, ps:9306.784 
FQ:7142.857, am:0.377, pw:0.565, ps:8211.208 
FQ:7079.646, am:0.376, pw:0.565, ps:8401.984 
FQ:7017.544, am:0.374, pw:0.575, ps:8966.408 
FQ:6956.522, am:0.374, pw:0.575, ps:9054.988 
FQ:6185.567, am:0.378, pw:0.560, ps:7975.004 
FQ:7017.544, am:0.374, pw:0.575, ps:8859.604 
FQ:6122.449, am:0.376, pw:0.565, ps:8329.385 
FQ:7017.544, am:0.372, pw:0.570, ps:8702.852 
FQ:7017.544, am:0.373, pw:0.570, ps:8825.993 
FQ:6185.567, am:0.374, pw:0.555, ps:7892.170 
FQ:7079.646, am:0.373, pw:0.570, ps:8626.702 
FQ:6122.449, am:0.376, pw:0.560, ps:8092.907 
FQ:7017.544, am:0.374, pw:0.570, ps:8773.543 
FQ:7079.646, am:0.375, pw:0.565, ps:8282.729 
FQ:7079.646, am:0.372, pw:0.570, ps:8558.965 
FQ:7017.544, am:0.374, pw:0.575, ps:9017.400 
FQ:7079.646, am:0.374, pw:0.570, ps:8744.833 
FQ:7142.857, am:0.378, pw:0.565, ps:8211.497 
FQ:7017.544, am:0.372, pw:0.575, ps:8858.923 
FQ:7079.646, am:0.378, pw:0.570, ps:8725.507 
FQ:7142.857, am:0.373, pw:0.565, ps:8207.175 
FQ:6956.522, am:0.373, pw:0.575, ps:8903.058 
FQ:7017.544, am:0.372, pw:0.570, ps:8615.966 
FQ:7017.544, am:0.375, pw:0.570, ps:8864.744 
FQ:7272.727, am:0.376, pw:0.560, ps:8093.182 
FQ:7017.544, am:0.374, pw:0.570, ps:8761.437 
FQ:7079.646, am:0.378, pw:0.570, ps:8620.827 
FQ:6956.522, am:0.372, pw:0.575, ps:9164.678 
FQ:7017.544, am:0.374, pw:0.575, ps:9131.527 
FQ:7142.857, am:0.373, pw:0.565, ps:8189.655 
FQ:7272.727, am:0.375, pw:0.560, ps:8174.115 
FQ:7079.646, am:0.373, pw:0.570, ps:8644.474 
FQ:6185.567, am:0.375, pw:0.550, ps:7633.385 
FQ:7017.544, am:0.374, pw:0.570, ps:8920.957 
FQ:7272.727, am:0.376, pw:0.560, ps:7893.498 
FQ:7017.544, am:0.373, pw:0.570, ps:8805.125 
FQ:7017.544, am:0.371, pw:0.575, ps:8733.961 
FQ:7142.857, am:0.374, pw:0.570, ps:8657.013 
FQ:7079.646, am:0.373, pw:0.570, ps:8419.683 
FQ:7017.544, am:0.372, pw:0.570, ps:8606.157 
FQ:6185.567, am:0.375, pw:0.555, ps:7744.192 
FQ:7207.207, am:0.377, pw:0.565, ps:8091.595 
FQ:7017.544, am:0.372, pw:0.575, ps:8855.156 
FQ:7079.646, am:0.375, pw:0.570, ps:8583.609 
FQ:7017.544, am:0.373, pw:0.575, ps:8869.474 
FQ:6956.522, am:0.372, pw:0.575, ps:9318.265 
FQ:7017.544, am:0.372, pw:0.570, ps:8594.422 
FQ:6185.567, am:0.375, pw:0.560, ps:8174.828 
FQ:6956.522, am:0.373, pw:0.575, ps:8887.412 
FQ:7079.646, am:0.374, pw:0.570, ps:8725.811 
FQ:7142.857, am:0.374, pw:0.570, ps:8605.873 
FQ:7017.544, am:0.373, pw:0.570, ps:8674.057 
FQ:6956.522, am:0.371, pw:0.575, ps:9021.339 
