FQ:5917.160, am:0.298, pw:5.090, ps:11950.709 
FQ:5928.854, am:0.298, pw:5.070, ps:11055.199 
FQ:5946.482, am:0.298, pw:5.060, ps:11777.281 
FQ:5958.292, am:0.296, pw:5.050, ps:11554.179 
FQ:5958.292, am:0.297, pw:5.045, ps:11046.919 
FQ:5958.292, am:0.297, pw:5.045, ps:11418.845 
FQ:5970.149, am:0.296, pw:5.040, ps:11922.427 
FQ:5994.006, am:0.298, pw:5.025, ps:13154.764 
FQ:5982.054, am:0.297, pw:5.030, ps:12325.474 
FQ:5982.054, am:0.296, pw:5.035, ps:11826.329 
FQ:5994.006, am:0.296, pw:5.015, ps:12904.764 
FQ:5988.024, am:0.298, pw:5.030, ps:11125.475 
FQ:5994.006, am:0.296, pw:5.025, ps:11319.056 
FQ:5988.024, am:0.296, pw:5.025, ps:11652.504 
FQ:5988.024, am:0.297, pw:5.025, ps:11814.307 
FQ:5988.024, am:0.298, pw:5.030, ps:11113.303 
FQ:5994.006, am:0.297, pw:5.020, ps:11224.354 
FQ:5994.006, am:0.297, pw:5.025, ps:11363.676 
FQ:6006.006, am:0.296, pw:5.010, ps:12263.341 
FQ:6231.156, am:0.295, pw:5.000, ps:13477.785 
FQ:6000.000, am:0.296, pw:5.010, ps:11508.885 
FQ:6006.006, am:0.295, pw:5.015, ps:11289.060 
FQ:6237.425, am:0.294, pw:4.995, ps:13489.805 
FQ:6006.006, am:0.295, pw:5.010, ps:11085.433 
FQ:6006.006, am:0.297, pw:5.010, ps:11522.309 
FQ:6036.217, am:0.297, pw:4.985, ps:11747.484 
FQ:6012.024, am:0.296, pw:5.010, ps:11110.051 
FQ:6042.296, am:0.296, pw:4.985, ps:13370.281 
FQ:6036.217, am:0.299, pw:4.985, ps:12953.351 
FQ:6042.296, am:0.298, pw:4.980, ps:11285.581 
FQ:6012.024, am:0.296, pw:5.005, ps:11200.649 
FQ:6018.054, am:0.296, pw:5.000, ps:11633.842 
FQ:6036.217, am:0.296, pw:4.980, ps:12683.865 
FQ:6042.296, am:0.297, pw:4.980, ps:12945.940 
FQ:6048.387, am:0.296, pw:4.980, ps:13165.415 
FQ:6042.296, am:0.298, pw:4.980, ps:12545.424 
FQ:5852.674, am:0.299, pw:4.975, ps:13253.636 
FQ:6048.387, am:0.296, pw:4.975, ps:12425.868 
FQ:6030.151, am:0.296, pw:4.990, ps:10905.045 
FQ:5858.586, am:0.299, pw:4.970, ps:12824.284 
FQ:6060.606, am:0.298, pw:4.970, ps:13175.278 
FQ:6060.606, am:0.296, pw:4.965, ps:10990.471 
