FQ:6189.555, am:1.859, pw:2.765, ps:4995.994 
FQ:6225.681, am:1.860, pw:2.750, ps:5068.528 
FQ:6201.550, am:1.851, pw:2.720, ps:4790.738 
FQ:6250.000, am:1.851, pw:2.695, ps:5097.057 
FQ:6201.550, am:1.849, pw:2.700, ps:4983.791 
FQ:6262.231, am:1.851, pw:2.695, ps:5108.388 
FQ:6225.681, am:1.855, pw:2.710, ps:4857.130 
FQ:6225.681, am:1.855, pw:2.690, ps:5000.882 
FQ:6262.231, am:1.854, pw:2.690, ps:5101.484 
FQ:6225.681, am:1.849, pw:2.685, ps:4976.542 
FQ:6262.231, am:1.853, pw:2.680, ps:5111.666 
FQ:6262.231, am:1.851, pw:2.680, ps:5112.270 
FQ:6250.000, am:1.851, pw:2.675, ps:5113.682 
FQ:6250.000, am:1.856, pw:2.680, ps:5078.808 
FQ:6262.231, am:1.855, pw:2.690, ps:4880.662 
FQ:6250.000, am:1.855, pw:2.690, ps:4929.663 
FQ:6274.510, am:1.856, pw:2.675, ps:5100.257 
FQ:6286.837, am:1.856, pw:2.710, ps:4765.518 
FQ:6274.510, am:1.856, pw:2.675, ps:5108.224 
FQ:6286.837, am:1.851, pw:2.695, ps:4888.750 
FQ:6274.510, am:1.851, pw:2.670, ps:5120.217 
FQ:6274.510, am:1.850, pw:2.690, ps:4965.254 
FQ:6286.837, am:1.853, pw:2.695, ps:4861.772 
FQ:6299.213, am:1.856, pw:2.700, ps:4789.433 
FQ:6299.213, am:1.855, pw:2.695, ps:4832.438 
FQ:6361.829, am:1.857, pw:2.705, ps:4747.825 
FQ:6286.837, am:1.851, pw:2.690, ps:4875.992 
FQ:6262.231, am:1.849, pw:2.660, ps:5126.731 
FQ:6286.837, am:1.852, pw:2.685, ps:4918.352 
FQ:6274.510, am:1.851, pw:2.665, ps:5127.098 
FQ:6262.231, am:1.854, pw:2.660, ps:5120.971 
FQ:6274.510, am:1.855, pw:2.660, ps:4985.418 
FQ:6262.231, am:1.856, pw:2.665, ps:5111.465 
FQ:6299.213, am:1.855, pw:2.690, ps:4873.527 
FQ:6274.510, am:1.856, pw:2.665, ps:5111.364 
FQ:6374.502, am:1.855, pw:2.700, ps:4788.763 
FQ:6311.637, am:1.851, pw:2.655, ps:5130.917 
FQ:6274.510, am:1.852, pw:2.655, ps:5022.376 
FQ:6299.213, am:1.851, pw:2.685, ps:4915.132 
FQ:6286.837, am:1.851, pw:2.680, ps:4974.874 
FQ:6299.213, am:1.857, pw:2.685, ps:4895.284 
FQ:6274.510, am:1.856, pw:2.655, ps:5121.688 
FQ:6274.510, am:1.849, pw:2.650, ps:5081.607 
FQ:6262.231, am:1.852, pw:2.655, ps:5130.720 
FQ:6286.837, am:1.851, pw:2.655, ps:5131.471 
FQ:6387.226, am:1.852, pw:2.700, ps:4830.613 
FQ:6274.510, am:1.855, pw:2.655, ps:5124.087 
FQ:6387.226, am:1.858, pw:2.700, ps:4783.226 
FQ:6299.213, am:1.854, pw:2.675, ps:4964.913 
FQ:6274.510, am:1.852, pw:2.650, ps:5092.255 
FQ:6311.637, am:1.852, pw:2.680, ps:4946.436 
FQ:6274.510, am:1.850, pw:2.650, ps:5140.624 
FQ:6286.837, am:1.851, pw:2.655, ps:5012.350 
FQ:6274.510, am:1.855, pw:2.650, ps:5120.135 
FQ:6274.510, am:1.856, pw:2.650, ps:5121.530 
FQ:6274.510, am:1.857, pw:2.650, ps:5124.300 
FQ:6387.226, am:1.851, pw:2.690, ps:4881.033 
FQ:6286.837, am:1.850, pw:2.645, ps:5143.019 
FQ:6412.826, am:1.853, pw:2.685, ps:4866.912 
FQ:6299.213, am:1.850, pw:2.675, ps:4990.097 
FQ:6274.510, am:1.856, pw:2.650, ps:5099.591 
FQ:6299.213, am:1.854, pw:2.680, ps:4985.517 
FQ:6012.024, am:1.855, pw:2.705, ps:4674.109 
FQ:6286.837, am:1.851, pw:2.650, ps:5138.494 
FQ:6286.837, am:1.852, pw:2.645, ps:5136.548 
FQ:6425.703, am:1.853, pw:2.695, ps:4774.455 
FQ:6024.096, am:1.852, pw:2.700, ps:4778.706 
FQ:6286.837, am:1.856, pw:2.650, ps:5124.621 
FQ:6299.213, am:1.853, pw:2.655, ps:5031.383 
FQ:6024.096, am:1.858, pw:2.700, ps:4716.169 
FQ:6286.837, am:1.855, pw:2.645, ps:5132.187 
FQ:6024.096, am:1.855, pw:2.700, ps:4791.876 
FQ:6286.837, am:1.855, pw:2.650, ps:5114.429 
FQ:6286.837, am:1.851, pw:2.645, ps:5133.295 
FQ:6286.837, am:1.853, pw:2.650, ps:5136.336 
FQ:6286.837, am:1.854, pw:2.650, ps:5139.551 
FQ:6024.096, am:1.851, pw:2.695, ps:4771.496 
FQ:6024.096, am:1.854, pw:2.700, ps:4726.672 
FQ:6012.024, am:1.855, pw:2.700, ps:4747.483 
