FQ:6282.723, am:0.925, pw:4.905, ps:6979.484 
FQ:6295.908, am:0.917, pw:4.850, ps:7619.650 
FQ:6144.068, am:0.918, pw:4.905, ps:6705.513 
FQ:6144.068, am:0.918, pw:4.895, ps:6673.014 
FQ:6105.263, am:0.914, pw:4.845, ps:7652.391 
FQ:6111.697, am:0.915, pw:4.840, ps:7636.866 
FQ:6111.697, am:0.912, pw:4.840, ps:7683.400 
FQ:6163.656, am:0.912, pw:4.885, ps:6991.443 
FQ:6163.656, am:0.915, pw:4.875, ps:7363.824 
FQ:6170.213, am:0.917, pw:4.845, ps:6701.540 
FQ:6170.213, am:0.919, pw:4.875, ps:7005.451 
FQ:6131.078, am:0.911, pw:4.840, ps:7692.386 
FQ:6131.078, am:0.915, pw:4.840, ps:7656.916 
FQ:6183.369, am:0.912, pw:4.865, ps:7314.665 
FQ:6189.968, am:0.912, pw:4.830, ps:6997.006 
FQ:6144.068, am:0.919, pw:4.830, ps:7618.055 
FQ:6131.078, am:0.915, pw:4.840, ps:7657.281 
FQ:6176.784, am:0.919, pw:4.860, ps:7392.756 
FQ:6189.968, am:0.912, pw:4.865, ps:7168.320 
FQ:6176.784, am:0.911, pw:4.835, ps:7697.445 
FQ:6176.784, am:0.915, pw:4.825, ps:7664.623 
FQ:6176.784, am:0.912, pw:4.825, ps:7681.895 
FQ:6176.784, am:0.916, pw:4.835, ps:7657.305 
FQ:6189.968, am:0.919, pw:4.815, ps:7639.887 
FQ:6189.968, am:0.916, pw:4.820, ps:7651.807 
FQ:6203.209, am:0.912, pw:4.815, ps:7689.505 
FQ:6196.581, am:0.915, pw:4.815, ps:7615.092 
FQ:6196.581, am:0.912, pw:4.810, ps:7682.455 
FQ:6203.209, am:0.912, pw:4.810, ps:7688.156 
FQ:6196.581, am:0.919, pw:4.810, ps:7627.696 
FQ:6243.272, am:0.916, pw:4.795, ps:7168.375 
FQ:6203.209, am:0.917, pw:4.810, ps:7645.214 
FQ:6229.860, am:0.912, pw:4.790, ps:6737.616 
FQ:6209.850, am:0.912, pw:4.805, ps:7696.253 
FQ:6216.506, am:0.912, pw:4.765, ps:7589.410 
FQ:6444.683, am:0.912, pw:4.780, ps:6780.198 
FQ:6229.860, am:0.916, pw:4.785, ps:6856.501 
FQ:6203.209, am:0.916, pw:4.810, ps:7659.809 
FQ:6236.559, am:0.924, pw:4.780, ps:6658.508 
FQ:6236.559, am:0.916, pw:4.790, ps:6755.574 
FQ:6203.209, am:0.916, pw:4.810, ps:7650.846 
FQ:6229.860, am:0.918, pw:4.780, ps:6725.005 
FQ:6209.850, am:0.923, pw:4.805, ps:7604.144 
FQ:6203.209, am:0.922, pw:4.805, ps:7611.622 
FQ:6060.606, am:0.912, pw:4.765, ps:6840.585 
FQ:6250.000, am:0.916, pw:4.745, ps:7668.486 
FQ:6250.000, am:0.912, pw:4.745, ps:7680.976 
FQ:6047.516, am:0.912, pw:4.765, ps:6863.921 
FQ:6256.742, am:0.916, pw:4.780, ps:6755.848 
FQ:6243.272, am:0.917, pw:4.750, ps:7650.429 
FQ:6256.742, am:0.916, pw:4.745, ps:7557.109 
FQ:6243.272, am:0.912, pw:4.745, ps:7699.735 
FQ:6047.516, am:0.913, pw:4.775, ps:6747.463 
FQ:6243.272, am:0.912, pw:4.755, ps:7577.978 
FQ:6040.992, am:0.912, pw:4.765, ps:6931.889 
FQ:6263.499, am:0.913, pw:4.765, ps:6984.127 
FQ:6250.000, am:0.912, pw:4.745, ps:7705.381 
FQ:6270.270, am:0.915, pw:4.760, ps:7259.283 
FQ:6263.499, am:0.913, pw:4.755, ps:7055.308 
FQ:6256.742, am:0.916, pw:4.780, ps:6881.873 
FQ:6243.272, am:0.919, pw:4.750, ps:7656.840 
FQ:6270.270, am:0.916, pw:4.760, ps:7351.924 
FQ:6270.270, am:0.926, pw:4.750, ps:7289.912 
FQ:6256.742, am:0.920, pw:4.765, ps:7241.330 
FQ:6047.516, am:0.920, pw:4.765, ps:6927.051 
FQ:6243.272, am:0.914, pw:4.745, ps:7684.760 
FQ:6270.270, am:0.912, pw:4.755, ps:7318.184 
FQ:6047.516, am:0.912, pw:4.770, ps:6811.416 
FQ:6256.742, am:0.915, pw:4.740, ps:7561.754 
FQ:6256.742, am:0.916, pw:4.740, ps:7662.979 
FQ:6250.000, am:0.919, pw:4.745, ps:7652.593 
FQ:6250.000, am:0.916, pw:4.740, ps:7679.474 
FQ:6263.499, am:0.927, pw:4.760, ps:7380.825 
FQ:6270.270, am:0.916, pw:4.745, ps:7382.217 
FQ:6277.056, am:0.919, pw:4.735, ps:7482.028 
FQ:6263.499, am:0.916, pw:4.735, ps:7667.205 
FQ:6250.000, am:0.916, pw:4.775, ps:6798.424 
FQ:6263.499, am:0.918, pw:4.760, ps:7117.505 
FQ:6270.270, am:0.917, pw:4.760, ps:7050.207 
FQ:6236.559, am:0.913, pw:4.790, ps:7692.901 
FQ:6236.559, am:0.912, pw:4.755, ps:7699.965 
FQ:6250.000, am:0.913, pw:4.745, ps:7687.275 
FQ:6256.742, am:0.914, pw:4.740, ps:7621.690 
FQ:6256.742, am:0.918, pw:4.745, ps:7601.849 
FQ:6263.499, am:0.917, pw:4.755, ps:7275.378 
FQ:6047.516, am:0.916, pw:4.770, ps:6860.881 
FQ:6270.270, am:0.912, pw:4.755, ps:7169.215 
FQ:6270.270, am:0.912, pw:4.745, ps:7274.348 
