FQ:4494.382, am:0.170, pw:0.890, ps:9174.770 
FQ:5333.333, am:0.170, pw:0.750, ps:9174.770 
FQ:5967.276, am:1.567, pw:5.210, ps:15067.769 
FQ:5990.338, am:1.568, pw:5.200, ps:15067.860 
FQ:5996.132, am:1.548, pw:5.185, ps:15280.966 
FQ:6001.936, am:1.565, pw:5.180, ps:14952.323 
FQ:6007.752, am:1.566, pw:5.180, ps:15205.104 
FQ:6025.267, am:1.558, pw:5.165, ps:15667.225 
FQ:6019.417, am:1.559, pw:5.165, ps:15342.930 
FQ:6019.417, am:1.560, pw:5.165, ps:15239.399 
FQ:6031.128, am:1.559, pw:5.155, ps:15663.243 
FQ:5842.259, am:1.570, pw:5.150, ps:15472.172 
FQ:5847.953, am:1.568, pw:5.145, ps:15511.209 
FQ:6048.780, am:1.569, pw:5.145, ps:15570.868 
FQ:5865.103, am:1.568, pw:5.130, ps:15236.486 
FQ:5870.841, am:1.570, pw:5.130, ps:15080.001 
FQ:6060.606, am:1.572, pw:5.130, ps:15523.243 
FQ:5870.841, am:1.570, pw:5.125, ps:15228.337 
FQ:5876.592, am:1.570, pw:5.120, ps:15254.778 
FQ:5876.592, am:1.570, pw:5.120, ps:15205.288 
FQ:5882.353, am:1.573, pw:5.115, ps:15187.568 
FQ:5888.126, am:1.573, pw:5.115, ps:15166.756 
FQ:5882.353, am:1.572, pw:5.115, ps:15211.321 
FQ:5882.353, am:1.574, pw:5.120, ps:15221.500 
FQ:5882.353, am:1.573, pw:5.115, ps:15112.668 
FQ:5882.353, am:1.575, pw:5.115, ps:15076.026 
FQ:5893.910, am:1.567, pw:5.105, ps:15373.171 
FQ:6084.396, am:1.567, pw:5.110, ps:15633.240 
FQ:5893.910, am:1.567, pw:5.115, ps:15189.650 
FQ:5888.126, am:1.567, pw:5.110, ps:15207.302 
FQ:6090.373, am:1.575, pw:5.105, ps:15568.177 
FQ:5893.910, am:1.576, pw:5.105, ps:15071.295 
FQ:5893.910, am:1.574, pw:5.105, ps:14994.826 
FQ:5899.705, am:1.575, pw:5.100, ps:14985.690 
FQ:5899.705, am:1.576, pw:5.100, ps:14954.876 
FQ:6096.362, am:1.576, pw:5.100, ps:15569.925 
FQ:5893.910, am:1.577, pw:5.105, ps:15136.780 
FQ:5905.512, am:1.576, pw:5.100, ps:15212.509 
FQ:5905.512, am:1.578, pw:5.100, ps:15493.900 
FQ:6102.362, am:1.578, pw:5.100, ps:15560.865 
FQ:5905.512, am:1.577, pw:5.100, ps:14971.439 
FQ:6102.362, am:1.576, pw:5.100, ps:15550.089 
FQ:5905.512, am:1.568, pw:5.095, ps:15389.325 
FQ:6102.362, am:1.569, pw:5.095, ps:15625.730 
FQ:5905.512, am:1.569, pw:5.095, ps:15249.765 
FQ:5905.512, am:1.567, pw:5.095, ps:15381.257 
FQ:5905.512, am:1.577, pw:5.095, ps:15341.708 
FQ:5911.330, am:1.575, pw:5.090, ps:15386.447 
FQ:5911.330, am:1.575, pw:5.090, ps:14954.909 
FQ:5911.330, am:1.576, pw:5.095, ps:15498.085 
FQ:5911.330, am:1.577, pw:5.095, ps:15061.083 
FQ:5911.330, am:1.575, pw:5.090, ps:14937.969 
FQ:6102.362, am:1.577, pw:5.095, ps:15544.337 
FQ:5905.512, am:1.575, pw:5.095, ps:15151.278 
FQ:5911.330, am:1.576, pw:5.090, ps:15149.083 
FQ:5917.160, am:1.568, pw:5.085, ps:15413.363 
FQ:5911.330, am:1.569, pw:5.090, ps:15303.502 
FQ:5917.160, am:1.568, pw:5.090, ps:15162.389 
FQ:6108.374, am:1.570, pw:5.090, ps:15642.940 
FQ:5917.160, am:1.578, pw:5.085, ps:15148.155 
