FQ:5633.803, am:1.621, pw:1.075, ps:4252.799 
FQ:5741.627, am:1.636, pw:1.045, ps:4519.851 
FQ:5741.627, am:1.639, pw:1.040, ps:4532.997 
FQ:5769.231, am:1.640, pw:1.035, ps:4532.988 
FQ:5769.231, am:1.646, pw:1.035, ps:4517.962 
FQ:6666.667, am:1.650, pw:0.985, ps:4383.530 
FQ:5769.231, am:1.646, pw:1.030, ps:4536.064 
FQ:5741.627, am:1.649, pw:0.985, ps:4520.181 
FQ:5797.101, am:1.652, pw:1.030, ps:4516.982 
FQ:5769.231, am:1.650, pw:0.985, ps:4526.701 
FQ:5769.231, am:1.652, pw:1.025, ps:4521.273 
FQ:6030.151, am:1.656, pw:0.980, ps:4405.918 
FQ:6060.606, am:1.658, pw:0.975, ps:4381.461 
FQ:6030.151, am:1.656, pw:0.980, ps:4398.103 
FQ:5050.505, am:1.654, pw:0.980, ps:4435.734 
FQ:5797.101, am:1.654, pw:1.025, ps:4532.003 
FQ:5050.505, am:1.660, pw:0.975, ps:4410.500 
FQ:5797.101, am:1.653, pw:0.980, ps:4546.134 
FQ:5769.231, am:1.656, pw:0.980, ps:4539.706 
FQ:6030.151, am:1.658, pw:0.980, ps:4409.286 
FQ:5911.330, am:1.617, pw:1.000, ps:4352.985 
FQ:5797.101, am:1.656, pw:1.025, ps:4540.215 
FQ:6060.606, am:1.628, pw:0.995, ps:4342.243 
FQ:6060.606, am:1.632, pw:1.000, ps:4348.856 
FQ:5797.101, am:1.655, pw:0.975, ps:4543.855 
FQ:5797.101, am:1.655, pw:1.020, ps:4550.230 
FQ:6060.606, am:1.660, pw:0.975, ps:4354.271 
FQ:5769.231, am:1.658, pw:0.980, ps:4495.242 
FQ:5797.101, am:1.657, pw:0.975, ps:4534.900 
FQ:6060.606, am:1.658, pw:0.975, ps:4350.694 
FQ:5797.101, am:1.655, pw:0.975, ps:4542.651 
FQ:6060.606, am:1.659, pw:0.975, ps:4420.212 
FQ:5825.243, am:1.653, pw:0.970, ps:4541.827 
FQ:5797.101, am:1.655, pw:0.975, ps:4520.270 
