FQ:6130.268, am:1.760, pw:2.625, ps:15128.688 
FQ:6130.268, am:1.744, pw:2.620, ps:14794.065 
FQ:6165.703, am:1.745, pw:2.610, ps:15300.506 
FQ:5780.347, am:1.749, pw:2.610, ps:15107.828 
FQ:5780.347, am:1.752, pw:2.610, ps:15086.137 
FQ:6165.703, am:1.754, pw:2.610, ps:14910.744 
FQ:6165.703, am:1.755, pw:2.605, ps:14762.806 
FQ:6189.555, am:1.756, pw:2.600, ps:14756.200 
FQ:6177.606, am:1.751, pw:2.600, ps:14810.947 
FQ:5825.243, am:1.752, pw:2.590, ps:14811.500 
FQ:6201.550, am:1.752, pw:2.590, ps:14797.125 
FQ:6201.550, am:1.755, pw:2.595, ps:14792.518 
FQ:6213.592, am:1.761, pw:2.590, ps:14756.020 
FQ:5825.243, am:1.758, pw:2.585, ps:14765.923 
FQ:5836.576, am:1.761, pw:2.585, ps:14757.135 
FQ:5836.576, am:1.756, pw:2.585, ps:14788.064 
FQ:5847.953, am:1.756, pw:2.580, ps:14788.175 
FQ:6225.681, am:1.754, pw:2.585, ps:15307.392 
FQ:5847.953, am:1.754, pw:2.580, ps:14809.788 
FQ:6225.681, am:1.761, pw:2.580, ps:15248.330 
FQ:5859.375, am:1.763, pw:2.575, ps:14749.448 
FQ:6237.817, am:1.761, pw:2.580, ps:15249.208 
FQ:5859.375, am:1.758, pw:2.575, ps:14810.586 
FQ:5847.953, am:1.760, pw:2.580, ps:15012.315 
FQ:6237.817, am:1.757, pw:2.575, ps:15316.979 
FQ:5859.375, am:1.761, pw:2.575, ps:14779.048 
FQ:5859.375, am:1.762, pw:2.570, ps:15193.189 
FQ:5870.841, am:1.762, pw:2.570, ps:14776.658 
FQ:6250.000, am:1.763, pw:2.575, ps:15286.310 
FQ:5870.841, am:1.757, pw:2.570, ps:14842.724 
FQ:5870.841, am:1.760, pw:2.570, ps:14894.216 
FQ:5870.841, am:1.762, pw:2.570, ps:14828.499 
FQ:5882.353, am:1.764, pw:2.565, ps:14802.209 
FQ:5882.353, am:1.766, pw:2.565, ps:14807.440 
FQ:5882.353, am:1.767, pw:2.565, ps:14802.590 
FQ:5882.353, am:1.771, pw:2.565, ps:14759.868 
FQ:5882.353, am:1.762, pw:2.565, ps:14839.735 
FQ:6274.510, am:1.762, pw:2.565, ps:15339.822 
FQ:5893.910, am:1.763, pw:2.560, ps:15103.721 
FQ:5893.910, am:1.763, pw:2.560, ps:14848.349 
FQ:5893.910, am:1.769, pw:2.560, ps:14981.504 
FQ:5882.353, am:1.767, pw:2.560, ps:14805.299 
FQ:5893.910, am:1.772, pw:2.560, ps:15044.225 
FQ:5905.512, am:1.762, pw:2.555, ps:14861.574 
FQ:5893.910, am:1.763, pw:2.560, ps:14893.052 
FQ:5893.910, am:1.763, pw:2.560, ps:14851.035 
FQ:5905.512, am:1.764, pw:2.555, ps:14850.691 
FQ:5893.910, am:1.767, pw:2.560, ps:14817.324 
FQ:5905.512, am:1.767, pw:2.560, ps:14829.983 
FQ:5893.910, am:1.769, pw:2.555, ps:14814.807 
FQ:5893.910, am:1.766, pw:2.560, ps:14836.328 
FQ:5893.910, am:1.763, pw:2.560, ps:14849.933 
FQ:5893.910, am:1.765, pw:2.560, ps:14852.102 
FQ:5905.512, am:1.765, pw:2.555, ps:14862.450 
FQ:5893.910, am:1.768, pw:2.555, ps:14827.716 
FQ:6299.213, am:1.769, pw:2.555, ps:15309.174 
FQ:5905.512, am:1.770, pw:2.555, ps:14868.875 
FQ:5905.512, am:1.765, pw:2.555, ps:14854.204 
FQ:5905.512, am:1.764, pw:2.555, ps:14866.900 
FQ:5905.512, am:1.766, pw:2.555, ps:14853.212 
FQ:5905.512, am:1.767, pw:2.550, ps:14841.617 
FQ:5905.512, am:1.772, pw:2.550, ps:14811.634 
FQ:5905.512, am:1.772, pw:2.555, ps:14805.528 
FQ:5917.160, am:1.771, pw:2.550, ps:14821.104 
FQ:5905.512, am:1.766, pw:2.550, ps:14860.500 
FQ:5917.160, am:1.766, pw:2.550, ps:14866.097 
FQ:5905.512, am:1.766, pw:2.555, ps:14866.509 
FQ:5905.512, am:1.766, pw:2.555, ps:14858.405 
FQ:5905.512, am:1.770, pw:2.555, ps:14833.639 
FQ:6299.213, am:1.771, pw:2.555, ps:15329.000 
FQ:5928.854, am:1.773, pw:2.545, ps:15092.263 
FQ:5905.512, am:1.766, pw:2.550, ps:14864.613 
FQ:5905.512, am:1.766, pw:2.550, ps:14861.093 
FQ:6311.637, am:1.768, pw:2.550, ps:15344.054 
FQ:5905.512, am:1.769, pw:2.555, ps:14835.031 
FQ:5905.512, am:1.770, pw:2.550, ps:14829.770 
FQ:5905.512, am:1.770, pw:2.550, ps:14827.782 
FQ:5917.160, am:1.771, pw:2.550, ps:14822.080 
FQ:6311.637, am:1.769, pw:2.550, ps:15345.227 
FQ:5905.512, am:1.768, pw:2.550, ps:14838.450 
FQ:6311.637, am:1.768, pw:2.545, ps:15336.968 
FQ:5928.854, am:1.767, pw:2.545, ps:15339.698 
FQ:5928.854, am:1.768, pw:2.545, ps:15278.967 
FQ:5928.854, am:1.771, pw:2.545, ps:15131.265 
FQ:5928.854, am:1.768, pw:2.545, ps:14860.572 
FQ:5905.512, am:1.768, pw:2.550, ps:14844.422 
FQ:5928.854, am:1.775, pw:2.545, ps:14802.901 
FQ:5928.854, am:1.776, pw:2.540, ps:14783.700 
FQ:5928.854, am:1.781, pw:2.540, ps:15043.627 
FQ:5952.381, am:1.771, pw:2.535, ps:14843.691 
FQ:5940.594, am:1.771, pw:2.540, ps:14839.808 
FQ:6336.634, am:1.770, pw:2.540, ps:15324.678 
FQ:5928.854, am:1.770, pw:2.545, ps:14836.766 
FQ:6336.634, am:1.771, pw:2.540, ps:15329.751 
FQ:5940.594, am:1.771, pw:2.540, ps:15318.937 
FQ:5940.594, am:1.767, pw:2.540, ps:15234.384 
FQ:6324.111, am:1.767, pw:2.545, ps:15351.389 
FQ:5940.594, am:1.768, pw:2.540, ps:15224.754 
FQ:5940.594, am:1.768, pw:2.540, ps:15288.285 
FQ:6336.634, am:1.770, pw:2.540, ps:15322.019 
FQ:5928.854, am:1.772, pw:2.540, ps:14829.460 
FQ:5940.594, am:1.772, pw:2.535, ps:14908.621 
FQ:5940.594, am:1.771, pw:2.540, ps:15252.314 
FQ:5928.854, am:1.772, pw:2.540, ps:15246.170 
FQ:5940.594, am:1.771, pw:2.535, ps:15286.855 
FQ:5940.594, am:1.780, pw:2.535, ps:14774.402 
FQ:5940.594, am:1.767, pw:2.540, ps:15153.810 
FQ:5940.594, am:1.767, pw:2.540, ps:15307.369 
FQ:5940.594, am:1.767, pw:2.540, ps:14871.248 
FQ:5940.594, am:1.766, pw:2.540, ps:14883.048 
FQ:5940.594, am:1.772, pw:2.540, ps:14895.923 
FQ:5940.594, am:1.771, pw:2.535, ps:14833.871 
FQ:5928.854, am:1.771, pw:2.540, ps:14839.988 
FQ:5940.594, am:1.767, pw:2.540, ps:14866.094 
FQ:5940.594, am:1.766, pw:2.540, ps:15350.054 
FQ:5940.594, am:1.770, pw:2.540, ps:14850.592 
FQ:5940.594, am:1.767, pw:2.540, ps:14870.264 
FQ:6336.634, am:1.772, pw:2.540, ps:15317.644 
FQ:6336.634, am:1.771, pw:2.540, ps:15335.438 
FQ:5952.381, am:1.775, pw:2.535, ps:14821.864 
FQ:5940.594, am:1.784, pw:2.540, ps:15183.752 
FQ:6349.206, am:1.779, pw:2.535, ps:15270.826 
FQ:5952.381, am:1.772, pw:2.535, ps:15132.946 
FQ:5940.594, am:1.771, pw:2.535, ps:14837.165 
FQ:5952.381, am:1.775, pw:2.535, ps:14809.851 
FQ:5952.381, am:1.782, pw:2.535, ps:14749.660 
FQ:5940.594, am:1.773, pw:2.540, ps:14832.261 
FQ:5952.381, am:1.773, pw:2.535, ps:14845.962 
FQ:5940.594, am:1.772, pw:2.540, ps:14843.030 
FQ:5952.381, am:1.768, pw:2.535, ps:14887.077 
FQ:5952.381, am:1.768, pw:2.535, ps:14885.851 
FQ:5952.381, am:1.771, pw:2.535, ps:14864.454 
FQ:5952.381, am:1.769, pw:2.535, ps:14949.645 
FQ:5952.381, am:1.772, pw:2.535, ps:14850.889 
FQ:5952.381, am:1.776, pw:2.535, ps:14826.376 
FQ:5952.381, am:1.773, pw:2.530, ps:14834.609 
FQ:5952.381, am:1.773, pw:2.530, ps:15073.741 
FQ:5952.381, am:1.772, pw:2.535, ps:14852.322 
FQ:5952.381, am:1.774, pw:2.530, ps:15293.958 
FQ:6336.634, am:1.769, pw:2.535, ps:15373.008 
FQ:5952.381, am:1.768, pw:2.535, ps:14886.135 
FQ:5964.215, am:1.772, pw:2.530, ps:14955.799 
FQ:5952.381, am:1.769, pw:2.535, ps:15345.332 
