FQ:6245.353, am:0.837, pw:6.825, ps:9286.674 
FQ:6287.425, am:0.828, pw:6.780, ps:9510.355 
FQ:6137.725, am:0.828, pw:6.765, ps:9221.788 
FQ:6146.927, am:0.828, pw:6.755, ps:9314.529 
FQ:6315.789, am:0.823, pw:6.755, ps:9588.575 
FQ:6156.156, am:0.823, pw:6.750, ps:9390.929 
FQ:6315.789, am:0.823, pw:6.750, ps:9597.877 
FQ:6320.542, am:0.823, pw:6.750, ps:9607.036 
FQ:6325.301, am:0.829, pw:6.745, ps:9532.807 
FQ:6179.352, am:0.830, pw:6.735, ps:9528.147 
FQ:6165.414, am:0.829, pw:6.715, ps:9878.487 
FQ:6212.121, am:0.824, pw:6.710, ps:9602.567 
FQ:6216.831, am:0.824, pw:6.705, ps:9605.542 
FQ:6207.419, am:0.824, pw:6.720, ps:9613.238 
FQ:6179.352, am:0.824, pw:6.710, ps:9424.597 
FQ:6174.699, am:0.829, pw:6.700, ps:9899.466 
FQ:6198.035, am:0.829, pw:6.675, ps:10088.215 
FQ:6179.352, am:0.830, pw:6.705, ps:9599.344 
FQ:6179.352, am:0.829, pw:6.700, ps:9568.476 
FQ:6226.272, am:0.829, pw:6.680, ps:9551.587 
FQ:6193.353, am:0.829, pw:6.695, ps:9181.665 
FQ:6231.003, am:0.825, pw:6.670, ps:9609.559 
FQ:6226.272, am:0.823, pw:6.680, ps:9618.481 
FQ:6226.272, am:0.824, pw:6.680, ps:9306.681 
FQ:6226.272, am:0.825, pw:6.675, ps:9615.185 
FQ:6179.352, am:0.812, pw:6.705, ps:9319.767 
FQ:6202.723, am:0.815, pw:6.705, ps:9474.401 
FQ:6202.723, am:0.816, pw:6.700, ps:9369.696 
FQ:6193.353, am:0.814, pw:6.685, ps:9422.535 
FQ:6216.831, am:0.816, pw:6.685, ps:9437.939 
FQ:6221.548, am:0.818, pw:6.680, ps:9464.920 
FQ:6226.272, am:0.819, pw:6.685, ps:9613.401 
FQ:6226.272, am:0.837, pw:6.660, ps:9758.284 
FQ:6216.831, am:0.837, pw:6.660, ps:9138.754 
FQ:6231.003, am:0.838, pw:6.655, ps:9935.844 
FQ:8224.299, am:0.828, pw:2.735, ps:9069.914 
FQ:6274.510, am:0.905, pw:6.460, ps:9737.708 
FQ:6441.477, am:0.904, pw:6.460, ps:10107.591 
FQ:6284.368, am:0.903, pw:6.460, ps:10133.729 
FQ:6289.308, am:0.903, pw:6.460, ps:10136.576 
FQ:6436.421, am:0.905, pw:6.465, ps:10106.305 
FQ:6431.373, am:0.904, pw:6.470, ps:10123.714 
FQ:6279.435, am:0.903, pw:6.465, ps:10112.360 
FQ:6299.213, am:0.903, pw:6.455, ps:9987.649 
FQ:6274.510, am:0.914, pw:6.440, ps:9830.032 
FQ:6431.373, am:0.915, pw:6.470, ps:9990.465 
FQ:6441.477, am:0.906, pw:6.465, ps:9893.673 
FQ:6441.477, am:0.905, pw:6.460, ps:10102.378 
FQ:6289.308, am:0.905, pw:6.455, ps:10105.890 
FQ:6279.435, am:0.904, pw:6.430, ps:10079.138 
FQ:6279.435, am:0.908, pw:6.440, ps:9764.883 
FQ:6284.368, am:0.909, pw:6.460, ps:10065.714 
FQ:6279.435, am:0.910, pw:6.435, ps:10159.548 
FQ:6289.308, am:0.910, pw:6.460, ps:10054.701 
FQ:6274.510, am:0.906, pw:6.440, ps:10144.718 
FQ:6299.213, am:0.898, pw:6.460, ps:9946.257 
FQ:6304.177, am:0.898, pw:6.455, ps:9880.444 
FQ:6279.435, am:0.902, pw:6.430, ps:10528.825 
FQ:6289.308, am:0.903, pw:6.455, ps:10083.006 
FQ:6284.368, am:0.903, pw:6.455, ps:9684.100 
FQ:6299.213, am:0.903, pw:6.455, ps:9849.067 
FQ:6284.368, am:0.908, pw:6.460, ps:10020.045 
FQ:6294.256, am:0.909, pw:6.460, ps:9861.898 
FQ:6284.368, am:0.906, pw:6.455, ps:9642.736 
FQ:6279.435, am:0.900, pw:6.430, ps:9991.422 
FQ:6279.435, am:0.900, pw:6.440, ps:9890.557 
FQ:6319.115, am:0.901, pw:6.440, ps:9989.883 
FQ:6304.177, am:0.900, pw:6.455, ps:10062.205 
FQ:6279.435, am:0.900, pw:6.430, ps:10496.405 
FQ:6146.572, am:0.898, pw:6.455, ps:10096.950 
FQ:6279.435, am:0.899, pw:6.440, ps:9712.187 
FQ:6284.368, am:0.901, pw:6.435, ps:9681.889 
FQ:6284.368, am:0.900, pw:6.430, ps:10134.268 
FQ:6304.177, am:0.898, pw:6.455, ps:10087.906 
FQ:6319.115, am:0.900, pw:6.430, ps:10066.644 
FQ:6284.368, am:0.899, pw:6.435, ps:9982.203 
FQ:6309.148, am:0.905, pw:6.445, ps:10007.829 
FQ:6279.435, am:0.904, pw:6.440, ps:9635.269 
FQ:6151.420, am:0.904, pw:6.450, ps:10032.789 
FQ:6314.128, am:0.899, pw:6.445, ps:10078.134 
FQ:6284.368, am:0.900, pw:6.430, ps:9999.023 
FQ:6284.368, am:0.898, pw:6.435, ps:9741.234 
FQ:6309.148, am:0.901, pw:6.450, ps:9839.223 
FQ:6314.128, am:0.899, pw:6.445, ps:10076.703 
FQ:6314.128, am:0.899, pw:6.440, ps:9816.815 
FQ:6309.148, am:0.899, pw:6.445, ps:10087.631 
FQ:6329.114, am:0.900, pw:6.405, ps:10069.216 
FQ:6319.115, am:0.906, pw:6.440, ps:10003.319 
FQ:6319.115, am:0.905, pw:6.440, ps:10006.948 
FQ:6314.128, am:0.906, pw:6.440, ps:9844.320 
FQ:6314.128, am:0.898, pw:6.445, ps:9850.263 
FQ:6284.368, am:0.898, pw:6.420, ps:10494.837 
FQ:6334.125, am:0.900, pw:6.405, ps:10068.403 
FQ:6334.125, am:0.900, pw:6.405, ps:10072.793 
FQ:6314.128, am:0.898, pw:6.425, ps:9718.157 
FQ:6289.308, am:0.899, pw:6.430, ps:9837.852 
FQ:6334.125, am:0.901, pw:6.410, ps:10064.551 
FQ:6334.125, am:0.899, pw:6.405, ps:10076.631 
FQ:6334.125, am:0.904, pw:6.410, ps:10038.045 
FQ:6334.125, am:0.906, pw:6.405, ps:9850.296 
FQ:6289.308, am:0.904, pw:6.420, ps:10443.164 
FQ:6334.125, am:0.900, pw:6.405, ps:9827.428 
FQ:6289.308, am:0.898, pw:6.420, ps:10407.898 
FQ:6289.308, am:0.900, pw:6.420, ps:10548.364 
FQ:6289.308, am:0.901, pw:6.420, ps:10149.004 
FQ:6334.125, am:0.899, pw:6.400, ps:10098.114 
FQ:6299.213, am:0.900, pw:6.420, ps:9691.792 
FQ:6324.111, am:0.898, pw:6.430, ps:10099.072 
FQ:6294.256, am:0.899, pw:6.415, ps:10267.613 
FQ:6294.256, am:0.901, pw:6.415, ps:10177.831 
FQ:6294.256, am:0.898, pw:6.425, ps:9856.936 
FQ:6334.125, am:0.898, pw:6.400, ps:9789.164 
FQ:6339.144, am:0.899, pw:6.400, ps:10091.162 
FQ:6344.171, am:0.907, pw:6.400, ps:9806.488 
FQ:6339.144, am:0.907, pw:6.400, ps:10010.381 
FQ:6319.115, am:0.904, pw:6.390, ps:10435.562 
FQ:6339.144, am:0.900, pw:6.400, ps:10075.200 
FQ:6344.171, am:0.900, pw:6.400, ps:10082.465 
FQ:6329.114, am:0.900, pw:6.390, ps:10304.162 
FQ:6339.144, am:0.899, pw:6.395, ps:10091.013 
FQ:6294.256, am:0.899, pw:6.425, ps:9883.195 
FQ:6339.144, am:0.899, pw:6.400, ps:9831.540 
FQ:6319.115, am:0.899, pw:6.385, ps:10063.709 
FQ:6344.171, am:0.899, pw:6.400, ps:10103.688 
FQ:6319.115, am:0.905, pw:6.385, ps:9933.649 
FQ:6324.111, am:0.907, pw:6.385, ps:10301.660 
FQ:6344.171, am:0.905, pw:6.395, ps:10029.493 
FQ:6344.171, am:0.900, pw:6.395, ps:10085.175 
FQ:6324.111, am:0.901, pw:6.385, ps:10444.672 
FQ:6329.114, am:0.901, pw:6.390, ps:10475.048 
FQ:6329.114, am:0.901, pw:6.390, ps:10531.258 
FQ:6324.111, am:0.901, pw:6.380, ps:10040.361 
FQ:6324.111, am:0.900, pw:6.385, ps:9925.503 
FQ:6324.111, am:0.900, pw:6.380, ps:9959.705 
FQ:6324.111, am:0.900, pw:6.385, ps:9849.127 
FQ:6349.206, am:0.902, pw:6.395, ps:9844.871 
FQ:6324.111, am:0.900, pw:6.385, ps:9854.781 
FQ:6334.125, am:0.899, pw:6.385, ps:10460.682 
FQ:6329.114, am:0.899, pw:6.380, ps:10119.429 
FQ:6329.114, am:0.905, pw:6.385, ps:9864.105 
FQ:6329.114, am:0.905, pw:6.380, ps:10068.833 
FQ:6324.111, am:0.907, pw:6.385, ps:9783.303 
FQ:6334.125, am:0.902, pw:6.385, ps:9683.070 
FQ:6334.125, am:0.899, pw:6.380, ps:10490.584 
FQ:6349.206, am:0.900, pw:6.390, ps:9923.430 
FQ:6344.171, am:0.902, pw:6.390, ps:10074.627 
FQ:6349.206, am:0.901, pw:6.390, ps:10071.145 
FQ:6349.206, am:0.901, pw:6.390, ps:10089.945 
FQ:6344.171, am:0.899, pw:6.390, ps:10103.276 
FQ:6354.249, am:0.900, pw:6.390, ps:10099.259 
