FQ:6036.217, am:1.730, pw:2.585, ps:6795.124 
FQ:6072.874, am:1.725, pw:2.575, ps:6914.997 
FQ:6085.193, am:1.720, pw:2.575, ps:6942.578 
FQ:6085.193, am:1.721, pw:2.575, ps:6943.361 
FQ:6097.561, am:1.719, pw:2.575, ps:6852.190 
FQ:6109.980, am:1.718, pw:2.570, ps:6954.561 
FQ:6109.980, am:1.716, pw:2.570, ps:6960.583 
FQ:6122.449, am:1.717, pw:2.565, ps:6950.779 
FQ:6160.164, am:1.721, pw:2.580, ps:6607.936 
FQ:6134.969, am:1.722, pw:2.545, ps:6709.171 
FQ:6122.449, am:1.726, pw:2.565, ps:6923.245 
FQ:6160.164, am:1.717, pw:2.570, ps:6668.923 
FQ:6172.840, am:1.716, pw:2.570, ps:6627.240 
FQ:6134.969, am:1.717, pw:2.565, ps:6960.166 
FQ:6172.840, am:1.715, pw:2.570, ps:6635.319 
FQ:6134.969, am:1.720, pw:2.565, ps:6955.490 
FQ:6134.969, am:1.723, pw:2.565, ps:6933.398 
FQ:6122.449, am:1.726, pw:2.565, ps:6929.779 
FQ:6134.969, am:1.722, pw:2.565, ps:6938.429 
FQ:6134.969, am:1.721, pw:2.565, ps:6953.193 
FQ:6172.840, am:1.718, pw:2.565, ps:6696.831 
FQ:6147.541, am:1.717, pw:2.560, ps:6957.668 
FQ:6198.347, am:1.716, pw:2.565, ps:6671.682 
FQ:6134.969, am:1.719, pw:2.560, ps:6953.514 
FQ:6134.969, am:1.717, pw:2.560, ps:6965.614 
FQ:6557.377, am:1.720, pw:2.525, ps:6865.495 
FQ:6134.969, am:1.721, pw:2.560, ps:6954.187 
FQ:6198.347, am:1.719, pw:2.535, ps:6638.774 
FQ:6147.541, am:1.716, pw:2.560, ps:6962.688 
FQ:6160.164, am:1.721, pw:2.555, ps:6945.027 
FQ:6160.164, am:1.716, pw:2.555, ps:6968.005 
FQ:6211.180, am:1.715, pw:2.555, ps:6643.515 
FQ:6147.541, am:1.721, pw:2.560, ps:6952.499 
FQ:6160.164, am:1.720, pw:2.555, ps:6956.840 
FQ:6172.840, am:1.720, pw:2.530, ps:6674.997 
FQ:6147.541, am:1.717, pw:2.560, ps:6970.481 
FQ:6160.164, am:1.716, pw:2.555, ps:6973.352 
FQ:6160.164, am:1.716, pw:2.555, ps:6984.259 
FQ:6172.840, am:1.717, pw:2.525, ps:6705.571 
FQ:6147.541, am:1.720, pw:2.555, ps:6949.252 
FQ:6160.164, am:1.724, pw:2.555, ps:6940.175 
FQ:6147.541, am:1.720, pw:2.560, ps:6955.304 
FQ:6172.840, am:1.723, pw:2.555, ps:6937.017 
FQ:6147.541, am:1.720, pw:2.560, ps:6951.336 
FQ:6160.164, am:1.721, pw:2.555, ps:6943.026 
FQ:5797.101, am:1.719, pw:2.550, ps:6947.812 
FQ:5797.101, am:1.714, pw:2.550, ps:6975.632 
FQ:6198.347, am:1.716, pw:2.555, ps:6957.603 
FQ:6160.164, am:1.715, pw:2.555, ps:6964.320 
FQ:6185.567, am:1.720, pw:2.515, ps:6798.607 
FQ:6198.347, am:1.721, pw:2.555, ps:6939.610 
FQ:5797.101, am:1.719, pw:2.550, ps:6944.821 
FQ:5785.124, am:1.716, pw:2.555, ps:6972.003 
FQ:6597.938, am:1.719, pw:2.515, ps:6802.485 
FQ:6211.180, am:1.715, pw:2.545, ps:6972.015 
FQ:6198.347, am:1.715, pw:2.520, ps:6760.747 
FQ:5797.101, am:1.719, pw:2.550, ps:6949.947 
FQ:6198.347, am:1.719, pw:2.520, ps:6694.230 
FQ:6224.066, am:1.719, pw:2.525, ps:6622.630 
FQ:5797.101, am:1.717, pw:2.550, ps:6955.460 
FQ:6224.066, am:1.714, pw:2.515, ps:6650.483 
FQ:6237.006, am:1.715, pw:2.520, ps:6646.462 
FQ:5797.101, am:1.719, pw:2.545, ps:6950.739 
FQ:5797.101, am:1.720, pw:2.550, ps:6946.997 
FQ:6198.347, am:1.718, pw:2.520, ps:6666.920 
FQ:5809.129, am:1.717, pw:2.545, ps:6673.634 
FQ:5809.129, am:1.714, pw:2.545, ps:6968.060 
FQ:6224.066, am:1.713, pw:2.515, ps:6650.200 
FQ:6224.066, am:1.717, pw:2.540, ps:6949.141 
FQ:5809.129, am:1.715, pw:2.545, ps:6970.052 
FQ:6211.180, am:1.718, pw:2.550, ps:6947.883 
FQ:5809.129, am:1.720, pw:2.545, ps:6943.294 
FQ:6237.006, am:1.716, pw:2.520, ps:6624.727 
FQ:5809.129, am:1.718, pw:2.545, ps:6950.835 
FQ:5809.129, am:1.723, pw:2.545, ps:6929.953 
FQ:5809.129, am:1.718, pw:2.545, ps:6950.307 
FQ:5821.206, am:1.714, pw:2.540, ps:6969.758 
FQ:5809.129, am:1.714, pw:2.545, ps:6967.033 
FQ:5809.129, am:1.714, pw:2.545, ps:6968.648 
FQ:5809.129, am:1.723, pw:2.545, ps:7044.607 
FQ:5809.129, am:1.718, pw:2.545, ps:6951.405 
FQ:5809.129, am:1.718, pw:2.545, ps:6952.045 
FQ:5821.206, am:1.718, pw:2.540, ps:6959.459 
FQ:5821.206, am:1.715, pw:2.540, ps:6955.998 
FQ:5809.129, am:1.713, pw:2.540, ps:6972.705 
FQ:5809.129, am:1.712, pw:2.540, ps:6971.766 
FQ:5809.129, am:1.715, pw:2.540, ps:6955.289 
FQ:5809.129, am:1.718, pw:2.545, ps:6941.887 
FQ:6224.066, am:1.717, pw:2.515, ps:6649.559 
FQ:6224.066, am:1.718, pw:2.545, ps:6942.514 
FQ:5821.206, am:1.715, pw:2.540, ps:6949.178 
FQ:5809.129, am:1.718, pw:2.540, ps:6947.335 
FQ:5809.129, am:1.716, pw:2.545, ps:6950.002 
FQ:5821.206, am:1.710, pw:2.540, ps:6967.988 
FQ:6224.066, am:1.722, pw:2.515, ps:6620.225 
FQ:5809.129, am:1.719, pw:2.545, ps:6933.508 
FQ:6237.006, am:1.712, pw:2.515, ps:6621.580 
FQ:5821.206, am:1.711, pw:2.540, ps:6944.344 
FQ:5809.129, am:1.711, pw:2.545, ps:6945.854 
FQ:5809.129, am:1.713, pw:2.540, ps:6944.802 
FQ:6211.180, am:1.707, pw:2.510, ps:6678.856 
FQ:6224.066, am:1.718, pw:2.515, ps:6609.039 
FQ:5821.206, am:1.722, pw:2.545, ps:6912.726 
FQ:5821.206, am:1.701, pw:2.540, ps:6933.050 
FQ:5821.206, am:1.713, pw:2.540, ps:6907.967 
FQ:5809.129, am:1.703, pw:2.545, ps:6929.506 
FQ:5821.206, am:1.709, pw:2.540, ps:6917.185 
FQ:6652.807, am:1.718, pw:2.510, ps:6563.908 
FQ:6211.180, am:1.715, pw:2.515, ps:6619.737 
FQ:5833.333, am:1.711, pw:2.515, ps:6690.096 
FQ:5809.129, am:1.712, pw:2.545, ps:6920.603 
FQ:5821.206, am:1.712, pw:2.540, ps:6909.610 
FQ:5809.129, am:1.707, pw:2.540, ps:6919.494 
FQ:5833.333, am:1.710, pw:2.535, ps:6949.515 
FQ:5845.511, am:1.711, pw:2.530, ps:6912.733 
FQ:6250.000, am:1.705, pw:2.520, ps:6560.804 
FQ:5833.333, am:1.715, pw:2.535, ps:6877.051 
FQ:5821.206, am:1.714, pw:2.545, ps:6905.529 
FQ:6185.567, am:1.712, pw:2.505, ps:6827.198 
FQ:5821.206, am:1.710, pw:2.540, ps:6922.512 
FQ:5821.206, am:1.709, pw:2.540, ps:6924.124 
FQ:5833.333, am:1.703, pw:2.515, ps:6696.033 
FQ:6198.347, am:1.710, pw:2.505, ps:6743.128 
FQ:6250.000, am:1.706, pw:2.515, ps:6615.526 
FQ:5833.333, am:1.710, pw:2.535, ps:6938.663 
FQ:5833.333, am:1.713, pw:2.535, ps:6929.381 
FQ:5833.333, am:1.710, pw:2.535, ps:6929.554 
FQ:5821.206, am:1.714, pw:2.540, ps:6918.840 
FQ:6198.347, am:1.709, pw:2.505, ps:6729.200 
FQ:5845.511, am:1.711, pw:2.535, ps:6924.618 
FQ:5833.333, am:1.709, pw:2.535, ps:6942.594 
FQ:6625.259, am:1.707, pw:2.505, ps:6700.062 
FQ:5821.206, am:1.717, pw:2.535, ps:6945.166 
FQ:5833.333, am:1.714, pw:2.510, ps:6741.517 
FQ:5845.511, am:1.717, pw:2.535, ps:6925.732 
FQ:5845.511, am:1.712, pw:2.530, ps:6957.474 
FQ:5845.511, am:1.712, pw:2.530, ps:6962.094 
FQ:6185.567, am:1.711, pw:2.495, ps:6915.868 
FQ:5821.206, am:1.712, pw:2.535, ps:6953.104 
FQ:6198.347, am:1.718, pw:2.505, ps:6741.160 
FQ:5833.333, am:1.715, pw:2.535, ps:6942.285 
FQ:5845.511, am:1.716, pw:2.530, ps:6922.612 
FQ:5845.511, am:1.712, pw:2.535, ps:6930.655 
FQ:5845.511, am:1.717, pw:2.535, ps:6919.153 
FQ:5833.333, am:1.711, pw:2.535, ps:6928.492 
FQ:5833.333, am:1.707, pw:2.535, ps:6936.243 
FQ:6198.347, am:1.715, pw:2.500, ps:6834.240 
FQ:6276.151, am:1.715, pw:2.505, ps:6571.129 
FQ:5845.511, am:1.718, pw:2.530, ps:6906.020 
FQ:5845.511, am:1.713, pw:2.530, ps:6923.807 
FQ:5857.741, am:1.713, pw:2.530, ps:6924.582 
FQ:6263.048, am:1.710, pw:2.510, ps:6608.395 
FQ:6211.180, am:1.713, pw:2.500, ps:6741.659 
