FQ:7272.727, am:0.333, pw:0.555, ps:6073.648 
FQ:7079.646, am:0.322, pw:0.570, ps:6417.825 
FQ:6165.703, am:0.397, pw:2.650, ps:7224.742 
FQ:7272.727, am:0.339, pw:0.560, ps:6330.341 
FQ:7207.207, am:0.342, pw:0.560, ps:6231.300 
FQ:7407.407, am:0.334, pw:0.555, ps:5939.104 
FQ:7339.450, am:0.337, pw:0.550, ps:5862.873 
FQ:7272.727, am:0.356, pw:0.565, ps:6652.972 
FQ:7339.450, am:0.351, pw:0.555, ps:6086.657 
FQ:6109.980, am:0.401, pw:2.510, ps:7394.741 
FQ:6160.164, am:0.362, pw:2.465, ps:8360.131 
FQ:6160.164, am:0.363, pw:2.470, ps:8280.601 
FQ:6160.164, am:0.365, pw:2.465, ps:8259.633 
FQ:6160.164, am:0.362, pw:2.460, ps:8473.923 
FQ:6160.164, am:0.365, pw:2.465, ps:8295.494 
FQ:7142.857, am:0.363, pw:0.570, ps:7240.471 
FQ:6172.840, am:0.366, pw:2.455, ps:8464.691 
FQ:6185.567, am:0.364, pw:2.480, ps:7902.210 
FQ:6172.840, am:0.363, pw:2.460, ps:8468.027 
FQ:6172.840, am:0.363, pw:2.450, ps:8405.178 
FQ:6172.840, am:0.366, pw:2.465, ps:8252.116 
FQ:6198.347, am:0.364, pw:2.480, ps:7921.508 
FQ:6160.164, am:0.366, pw:2.465, ps:8260.090 
FQ:5970.149, am:0.147, pw:1.010, ps:4269.982 
FQ:6024.096, am:0.147, pw:0.835, ps:11595.378 
FQ:6060.606, am:0.147, pw:0.665, ps:6147.900 
FQ:5309.735, am:0.305, pw:1.175, ps:11255.760 
FQ:6134.969, am:0.396, pw:2.480, ps:7983.253 
FQ:6172.840, am:0.395, pw:2.480, ps:7922.186 
FQ:6160.164, am:0.372, pw:2.460, ps:8471.457 
FQ:6172.840, am:0.372, pw:2.455, ps:8486.669 
FQ:6172.840, am:0.371, pw:2.450, ps:8523.370 
FQ:6160.164, am:0.372, pw:2.455, ps:8494.929 
FQ:6172.840, am:0.373, pw:2.455, ps:8440.540 
