FQ:6352.941, am:0.545, pw:4.475, ps:5287.402 
FQ:6345.476, am:0.537, pw:4.490, ps:5358.926 
FQ:6345.476, am:0.535, pw:4.495, ps:5356.476 
FQ:6330.598, am:0.534, pw:4.490, ps:5337.060 
FQ:6338.028, am:0.535, pw:4.490, ps:5373.274 
FQ:6345.476, am:0.537, pw:4.490, ps:5464.115 
FQ:6338.028, am:0.535, pw:4.495, ps:5405.285 
FQ:6330.598, am:0.536, pw:4.490, ps:5378.002 
FQ:6338.028, am:0.534, pw:4.485, ps:5435.691 
FQ:6481.481, am:0.535, pw:4.475, ps:5097.295 
FQ:6338.028, am:0.535, pw:4.490, ps:5480.917 
FQ:6496.520, am:0.533, pw:4.490, ps:5319.938 
FQ:6473.988, am:0.534, pw:4.475, ps:5049.350 
FQ:6481.481, am:0.536, pw:4.485, ps:5209.329 
FQ:6488.992, am:0.536, pw:4.490, ps:5244.122 
FQ:6496.520, am:0.534, pw:4.490, ps:5369.807 
FQ:6504.065, am:0.537, pw:4.485, ps:5408.561 
FQ:6488.992, am:0.538, pw:4.490, ps:5339.959 
FQ:6488.992, am:0.537, pw:4.490, ps:5348.854 
FQ:6323.185, am:0.534, pw:4.495, ps:5509.420 
FQ:6496.520, am:0.537, pw:4.485, ps:5353.362 
FQ:6473.988, am:0.536, pw:4.470, ps:5066.560 
FQ:6496.520, am:0.537, pw:4.480, ps:5354.222 
FQ:6504.065, am:0.537, pw:4.485, ps:5425.946 
FQ:6481.481, am:0.537, pw:4.480, ps:5267.530 
FQ:6496.520, am:0.535, pw:4.485, ps:5372.901 
FQ:6481.481, am:0.535, pw:4.480, ps:5291.853 
FQ:6488.992, am:0.537, pw:4.485, ps:5380.383 
FQ:6496.520, am:0.537, pw:4.485, ps:5369.480 
FQ:6496.520, am:0.538, pw:4.495, ps:5426.794 
FQ:6488.992, am:0.537, pw:4.490, ps:5431.587 
FQ:6488.992, am:0.537, pw:4.490, ps:5383.044 
FQ:6488.992, am:0.537, pw:4.485, ps:5341.280 
FQ:6496.520, am:0.535, pw:4.480, ps:5371.691 
FQ:6473.988, am:0.534, pw:4.480, ps:5069.198 
FQ:6496.520, am:0.537, pw:4.490, ps:5442.359 
FQ:6473.988, am:0.535, pw:4.470, ps:5105.935 
FQ:6496.520, am:0.535, pw:4.490, ps:5446.040 
FQ:6488.992, am:0.537, pw:4.490, ps:5442.951 
FQ:6496.520, am:0.537, pw:4.480, ps:5412.294 
FQ:6481.481, am:0.537, pw:4.485, ps:5283.854 
FQ:6488.992, am:0.539, pw:4.490, ps:5507.777 
FQ:6488.992, am:0.537, pw:4.485, ps:5342.274 
FQ:6473.988, am:0.537, pw:4.475, ps:5051.656 
FQ:6504.065, am:0.535, pw:4.485, ps:5469.082 
FQ:6473.988, am:0.534, pw:4.480, ps:5140.344 
FQ:6473.988, am:0.535, pw:4.475, ps:5095.689 
FQ:6315.789, am:0.535, pw:4.490, ps:5552.905 
FQ:6488.992, am:0.537, pw:4.485, ps:5445.511 
FQ:6496.520, am:0.535, pw:4.485, ps:5402.165 
FQ:6481.481, am:0.537, pw:4.485, ps:5324.807 
FQ:6511.628, am:0.535, pw:4.485, ps:5476.065 
FQ:6315.789, am:0.539, pw:4.495, ps:5523.158 
FQ:6473.988, am:0.535, pw:4.475, ps:5153.366 
FQ:6488.992, am:0.537, pw:4.485, ps:5401.473 
FQ:6496.520, am:0.535, pw:4.485, ps:5412.316 
FQ:6473.988, am:0.538, pw:4.475, ps:5111.570 
FQ:6504.065, am:0.535, pw:4.485, ps:5504.185 
FQ:6496.520, am:0.538, pw:4.495, ps:5439.956 
FQ:6330.598, am:0.537, pw:4.490, ps:5511.081 
FQ:6473.988, am:0.540, pw:4.490, ps:5360.316 
FQ:6504.065, am:0.535, pw:4.485, ps:5498.691 
FQ:6473.988, am:0.536, pw:4.475, ps:5147.680 
FQ:6504.065, am:0.535, pw:4.485, ps:5467.050 
FQ:6504.065, am:0.538, pw:4.480, ps:5413.196 
FQ:6481.481, am:0.536, pw:4.485, ps:5217.143 
FQ:6466.513, am:0.536, pw:4.475, ps:5112.462 
FQ:6496.520, am:0.538, pw:4.485, ps:5484.806 
FQ:6504.065, am:0.535, pw:4.485, ps:5527.913 
FQ:6496.520, am:0.537, pw:4.485, ps:5404.175 
FQ:6496.520, am:0.537, pw:4.490, ps:5440.184 
FQ:6308.411, am:0.538, pw:4.495, ps:5543.066 
FQ:6488.992, am:0.536, pw:4.490, ps:5491.476 
FQ:6496.520, am:0.537, pw:4.490, ps:5387.470 
FQ:6473.988, am:0.537, pw:4.475, ps:5060.723 
FQ:6488.992, am:0.535, pw:4.490, ps:5292.442 
FQ:6496.520, am:0.537, pw:4.490, ps:5502.746 
FQ:6488.992, am:0.537, pw:4.485, ps:5381.916 
FQ:6473.988, am:0.535, pw:4.475, ps:5092.910 
FQ:6488.992, am:0.537, pw:4.480, ps:5325.532 
FQ:6473.988, am:0.535, pw:4.480, ps:5129.787 
FQ:6473.988, am:0.540, pw:4.480, ps:5202.561 
FQ:6473.988, am:0.537, pw:4.475, ps:5073.206 
FQ:6488.992, am:0.533, pw:4.480, ps:5312.612 
FQ:6496.520, am:0.534, pw:4.495, ps:5448.124 
FQ:6473.988, am:0.534, pw:4.480, ps:5042.488 
FQ:6488.992, am:0.536, pw:4.490, ps:5352.090 
FQ:6473.988, am:0.533, pw:4.485, ps:5219.468 
FQ:6481.481, am:0.534, pw:4.485, ps:5345.072 
FQ:6473.988, am:0.537, pw:4.485, ps:5221.810 
FQ:6473.988, am:0.534, pw:4.480, ps:5274.956 
FQ:6323.185, am:0.534, pw:4.495, ps:5489.983 
FQ:6504.065, am:0.534, pw:4.485, ps:5405.304 
FQ:6488.992, am:0.536, pw:4.485, ps:5350.820 
FQ:6496.520, am:0.535, pw:4.495, ps:5376.336 
FQ:6330.598, am:0.534, pw:4.495, ps:5441.622 
FQ:6473.988, am:0.539, pw:4.485, ps:5237.240 
FQ:6473.988, am:0.538, pw:4.485, ps:5120.067 
FQ:6466.513, am:0.536, pw:4.480, ps:5015.853 
FQ:6473.988, am:0.534, pw:4.480, ps:5149.006 
FQ:6481.481, am:0.536, pw:4.485, ps:5271.616 
FQ:6323.185, am:0.535, pw:4.495, ps:5500.505 
FQ:6473.988, am:0.535, pw:4.485, ps:5102.945 
FQ:6488.992, am:0.535, pw:4.480, ps:5263.622 
FQ:6473.988, am:0.535, pw:4.475, ps:5115.400 
FQ:6473.988, am:0.535, pw:4.480, ps:5108.207 
FQ:6481.481, am:0.536, pw:4.480, ps:5186.544 
FQ:6466.513, am:0.534, pw:4.480, ps:5072.675 
FQ:6473.988, am:0.534, pw:4.485, ps:5105.051 
FQ:6481.481, am:0.536, pw:4.485, ps:5237.062 
FQ:6338.028, am:0.536, pw:4.495, ps:5467.653 
FQ:6473.988, am:0.537, pw:4.480, ps:5189.794 
FQ:6338.028, am:0.535, pw:4.495, ps:5492.604 
FQ:6473.988, am:0.535, pw:4.475, ps:5069.585 
FQ:6481.481, am:0.536, pw:4.485, ps:5200.599 
FQ:6481.481, am:0.535, pw:4.480, ps:5084.041 
FQ:6481.481, am:0.538, pw:4.480, ps:5249.770 
FQ:6473.988, am:0.536, pw:4.480, ps:5058.169 
FQ:6481.481, am:0.536, pw:4.480, ps:5098.195 
FQ:6466.513, am:0.535, pw:4.475, ps:5069.244 
FQ:6481.481, am:0.535, pw:4.480, ps:5093.763 
FQ:6496.520, am:0.536, pw:4.490, ps:5387.978 
FQ:6481.481, am:0.534, pw:4.480, ps:5259.551 
FQ:6481.481, am:0.537, pw:4.485, ps:5264.460 
FQ:6330.598, am:0.537, pw:4.490, ps:5441.372 
FQ:6466.513, am:0.534, pw:4.465, ps:5144.093 
FQ:6488.992, am:0.535, pw:4.480, ps:5346.932 
FQ:6323.185, am:0.538, pw:4.490, ps:5466.173 
FQ:6466.513, am:0.534, pw:4.475, ps:5127.600 
FQ:6338.028, am:0.535, pw:4.485, ps:5522.919 
FQ:6481.481, am:0.537, pw:4.485, ps:5215.432 
FQ:6473.988, am:0.537, pw:4.465, ps:5087.389 
FQ:6473.988, am:0.535, pw:4.480, ps:5147.525 
FQ:6481.481, am:0.538, pw:4.480, ps:5275.095 
FQ:6488.992, am:0.537, pw:4.485, ps:5274.244 
FQ:6330.598, am:0.535, pw:4.490, ps:5457.057 
FQ:6466.513, am:0.535, pw:4.470, ps:5095.691 
FQ:6473.988, am:0.536, pw:4.475, ps:5077.728 
FQ:6473.988, am:0.536, pw:4.475, ps:5081.017 
FQ:6481.481, am:0.537, pw:4.490, ps:5209.832 
FQ:6473.988, am:0.539, pw:4.475, ps:5009.162 
FQ:6473.988, am:0.536, pw:4.475, ps:5059.308 
FQ:6466.513, am:0.537, pw:4.470, ps:5082.519 
FQ:6481.481, am:0.534, pw:4.480, ps:5175.477 
FQ:6488.992, am:0.536, pw:4.485, ps:5292.057 
FQ:6473.988, am:0.536, pw:4.470, ps:5083.712 
FQ:6473.988, am:0.537, pw:4.480, ps:5146.002 
FQ:6330.598, am:0.537, pw:4.490, ps:5425.526 
FQ:6488.992, am:0.537, pw:4.480, ps:5274.411 
FQ:6473.988, am:0.539, pw:4.480, ps:5145.690 
FQ:6330.598, am:0.537, pw:4.495, ps:5428.611 
