FQ:6086.957, am:0.368, pw:2.470, ps:5350.237 
FQ:7017.544, am:0.367, pw:0.570, ps:7260.850 
FQ:6896.552, am:0.366, pw:0.580, ps:7656.660 
FQ:7017.544, am:0.368, pw:0.570, ps:7290.108 
FQ:6896.552, am:0.365, pw:0.580, ps:7964.008 
FQ:6126.915, am:0.368, pw:2.460, ps:5327.772 
FQ:6086.957, am:0.369, pw:2.470, ps:5173.686 
FQ:6896.552, am:0.367, pw:0.580, ps:7769.935 
FQ:6956.522, am:0.366, pw:0.575, ps:7255.892 
FQ:6956.522, am:0.365, pw:0.575, ps:7507.904 
FQ:6153.846, am:0.367, pw:2.445, ps:5440.802 
FQ:6153.846, am:0.368, pw:2.440, ps:5473.776 
FQ:6100.218, am:0.367, pw:2.465, ps:5122.441 
FQ:6185.567, am:0.366, pw:0.560, ps:6694.715 
FQ:7017.544, am:0.369, pw:0.570, ps:7036.589 
FQ:7017.544, am:0.367, pw:0.570, ps:7136.316 
FQ:7079.646, am:0.366, pw:0.565, ps:6772.653 
FQ:7079.646, am:0.368, pw:0.565, ps:6880.961 
FQ:6140.351, am:0.370, pw:2.445, ps:5239.435 
FQ:7017.544, am:0.368, pw:0.575, ps:7398.112 
FQ:7079.646, am:0.368, pw:0.565, ps:6672.922 
FQ:6153.846, am:0.370, pw:2.445, ps:5195.218 
FQ:6153.846, am:0.367, pw:2.425, ps:5458.638 
FQ:6185.567, am:0.366, pw:0.560, ps:6530.721 
FQ:6153.846, am:0.368, pw:2.445, ps:5165.662 
FQ:7079.646, am:0.368, pw:0.570, ps:6887.122 
FQ:6167.401, am:0.368, pw:2.430, ps:5381.886 
FQ:6181.015, am:0.369, pw:2.415, ps:5173.907 
FQ:6181.015, am:0.372, pw:2.415, ps:5262.380 
FQ:6181.015, am:0.367, pw:2.425, ps:5459.316 
FQ:6167.401, am:0.368, pw:2.420, ps:5282.387 
FQ:6181.015, am:0.368, pw:2.420, ps:5248.461 
FQ:6167.401, am:0.367, pw:2.420, ps:5138.498 
FQ:6167.401, am:0.368, pw:2.420, ps:5386.333 
FQ:6181.015, am:0.370, pw:2.420, ps:5394.989 
FQ:6181.015, am:0.370, pw:2.420, ps:5364.414 
FQ:6167.401, am:0.368, pw:2.420, ps:5466.063 
FQ:6181.015, am:0.370, pw:2.420, ps:5312.011 
FQ:6181.015, am:0.372, pw:2.420, ps:5295.240 
FQ:6181.015, am:0.370, pw:2.420, ps:5186.563 
FQ:6167.401, am:0.369, pw:2.420, ps:5401.187 
FQ:6181.015, am:0.370, pw:2.415, ps:5119.310 
FQ:6167.401, am:0.367, pw:2.420, ps:5333.024 
FQ:6181.015, am:0.367, pw:2.425, ps:5448.677 
FQ:6167.401, am:0.368, pw:2.420, ps:5440.937 
FQ:6181.015, am:0.368, pw:2.420, ps:5446.881 
FQ:0.000, am:0.368, pw:2.420, ps:5473.106 
FQ:6355.932, am:0.367, pw:2.420, ps:5590.780 
FQ:0.000, am:0.367, pw:2.415, ps:5533.497 
FQ:0.000, am:0.367, pw:2.420, ps:5499.861 
FQ:6181.015, am:0.367, pw:2.420, ps:5424.940 
FQ:6167.401, am:0.367, pw:2.420, ps:5195.369 
FQ:6181.015, am:0.370, pw:2.415, ps:5413.311 
FQ:6342.495, am:0.368, pw:2.420, ps:5595.482 
FQ:6181.015, am:0.368, pw:2.420, ps:5424.092 
FQ:6181.015, am:0.367, pw:2.420, ps:5366.540 
FQ:6167.401, am:0.369, pw:2.420, ps:5376.572 
FQ:6181.015, am:0.370, pw:2.420, ps:5234.803 
FQ:6167.401, am:0.367, pw:2.420, ps:5213.774 
FQ:6181.015, am:0.371, pw:2.420, ps:5178.653 
FQ:0.000, am:0.368, pw:2.420, ps:5482.735 
FQ:6167.401, am:0.367, pw:2.420, ps:5346.890 
FQ:6342.495, am:0.367, pw:2.420, ps:5637.283 
FQ:6181.015, am:0.367, pw:2.415, ps:5368.004 
FQ:6181.015, am:0.368, pw:2.420, ps:5339.201 
FQ:6181.015, am:0.369, pw:2.415, ps:5245.974 
FQ:6167.401, am:0.368, pw:2.415, ps:5166.360 
FQ:6181.015, am:0.367, pw:2.415, ps:5311.616 
FQ:6181.015, am:0.370, pw:2.415, ps:5294.346 
FQ:6181.015, am:0.370, pw:2.415, ps:5351.731 
FQ:6167.401, am:0.368, pw:2.415, ps:5247.142 
FQ:6167.401, am:0.368, pw:2.415, ps:5204.354 
FQ:6181.015, am:0.370, pw:2.415, ps:5155.616 
FQ:6181.015, am:0.368, pw:2.420, ps:5333.552 
FQ:6194.690, am:0.368, pw:2.415, ps:5258.072 
FQ:0.000, am:0.367, pw:2.420, ps:5560.088 
FQ:6194.690, am:0.368, pw:2.415, ps:5333.472 
FQ:6194.690, am:0.368, pw:2.415, ps:5142.889 
FQ:6355.932, am:0.368, pw:2.420, ps:5606.539 
FQ:0.000, am:0.367, pw:2.420, ps:5469.401 
FQ:0.000, am:0.368, pw:2.420, ps:5588.451 
FQ:6194.690, am:0.369, pw:2.415, ps:5150.148 
FQ:0.000, am:0.368, pw:2.415, ps:5560.973 
FQ:0.000, am:0.367, pw:2.415, ps:5566.243 
FQ:6194.690, am:0.367, pw:2.410, ps:5271.957 
FQ:6194.690, am:0.370, pw:2.415, ps:5341.912 
FQ:6181.015, am:0.367, pw:2.415, ps:5198.738 
FQ:6181.015, am:0.369, pw:2.415, ps:5152.509 
FQ:6181.015, am:0.367, pw:2.415, ps:5393.711 
FQ:6194.690, am:0.368, pw:2.410, ps:5343.387 
FQ:6194.690, am:0.367, pw:2.415, ps:5452.172 
FQ:6181.015, am:0.368, pw:2.415, ps:5300.180 
FQ:0.000, am:0.368, pw:2.420, ps:5480.748 
FQ:0.000, am:0.370, pw:2.415, ps:5473.383 
FQ:6181.015, am:0.367, pw:2.415, ps:5280.538 
FQ:6181.015, am:0.368, pw:2.415, ps:5371.867 
FQ:6355.932, am:0.367, pw:2.415, ps:5637.907 
FQ:6194.690, am:0.370, pw:2.410, ps:5170.177 
FQ:6181.015, am:0.367, pw:2.415, ps:5224.226 
FQ:6181.015, am:0.368, pw:2.415, ps:5425.359 
FQ:6369.427, am:0.367, pw:2.415, ps:5666.180 
FQ:6100.218, am:0.366, pw:2.415, ps:5732.175 
FQ:6956.522, am:0.365, pw:0.575, ps:7448.879 
FQ:0.000, am:0.370, pw:2.415, ps:5419.379 
FQ:6194.690, am:0.367, pw:2.415, ps:5323.310 
FQ:0.000, am:0.369, pw:2.415, ps:5464.433 
FQ:0.000, am:0.368, pw:2.415, ps:5473.743 
FQ:6194.690, am:0.370, pw:2.415, ps:5364.587 
FQ:6194.690, am:0.368, pw:2.415, ps:5445.323 
FQ:6181.015, am:0.368, pw:2.415, ps:5354.875 
FQ:6194.690, am:0.367, pw:2.415, ps:5424.541 
FQ:6181.015, am:0.368, pw:2.415, ps:5291.285 
FQ:0.000, am:0.367, pw:2.410, ps:5566.867 
FQ:0.000, am:0.371, pw:2.415, ps:5541.938 
FQ:6369.427, am:0.367, pw:2.420, ps:5689.821 
FQ:6382.979, am:0.368, pw:2.410, ps:5564.697 
FQ:6369.427, am:0.368, pw:2.415, ps:5621.480 
FQ:6181.015, am:0.367, pw:2.415, ps:5466.418 
FQ:6181.015, am:0.369, pw:2.415, ps:5425.874 
FQ:0.000, am:0.368, pw:2.415, ps:5473.524 
FQ:6382.979, am:0.367, pw:2.420, ps:5607.448 
FQ:6369.427, am:0.367, pw:2.415, ps:5599.531 
FQ:6181.015, am:0.368, pw:2.415, ps:5245.107 
FQ:0.000, am:0.368, pw:2.415, ps:5510.058 
FQ:6382.979, am:0.367, pw:2.415, ps:5612.661 
FQ:0.000, am:0.370, pw:2.410, ps:5475.236 
FQ:0.000, am:0.368, pw:2.410, ps:5522.573 
FQ:6167.401, am:0.388, pw:2.420, ps:5047.441 
FQ:6181.015, am:0.387, pw:2.425, ps:4937.243 
FQ:6181.015, am:0.388, pw:2.420, ps:5083.509 
FQ:6369.427, am:0.373, pw:2.410, ps:5511.778 
FQ:6181.015, am:0.372, pw:2.415, ps:5150.748 
FQ:0.000, am:0.367, pw:2.420, ps:5530.708 
FQ:6113.537, am:0.348, pw:2.450, ps:4741.152 
FQ:6126.915, am:0.349, pw:2.440, ps:4849.982 
FQ:6126.915, am:0.351, pw:2.440, ps:4758.845 
FQ:0.000, am:0.349, pw:2.435, ps:5033.070 
FQ:0.000, am:0.349, pw:2.440, ps:5103.873 
FQ:6140.351, am:0.350, pw:2.440, ps:4830.552 
FQ:6126.915, am:0.349, pw:2.440, ps:4806.216 
