FQ:6124.604, am:1.872, pw:4.905, ps:7147.535 
FQ:6150.583, am:1.847, pw:4.880, ps:7324.148 
FQ:6183.369, am:1.848, pw:4.830, ps:7327.545 
FQ:6176.784, am:1.847, pw:4.815, ps:7451.191 
FQ:6163.656, am:1.847, pw:4.810, ps:7547.135 
FQ:6196.581, am:1.848, pw:4.845, ps:7610.037 
FQ:6189.968, am:1.849, pw:4.850, ps:7609.756 
FQ:6203.209, am:1.846, pw:4.840, ps:7623.057 
FQ:6203.209, am:1.849, pw:4.845, ps:7612.782 
FQ:6417.112, am:1.856, pw:4.810, ps:7370.695 
FQ:6203.209, am:1.856, pw:4.805, ps:7334.202 
FQ:6209.850, am:1.856, pw:4.810, ps:7398.605 
FQ:6203.209, am:1.851, pw:4.835, ps:7608.837 
FQ:6209.850, am:1.847, pw:4.835, ps:7625.505 
FQ:6203.209, am:1.850, pw:4.835, ps:7612.350 
FQ:6209.850, am:1.848, pw:4.835, ps:7623.952 
FQ:6209.850, am:1.847, pw:4.810, ps:7626.466 
FQ:6223.176, am:1.851, pw:4.805, ps:7441.349 
FQ:6223.176, am:1.847, pw:4.800, ps:7580.570 
FQ:6223.176, am:1.847, pw:4.800, ps:7630.141 
FQ:6216.506, am:1.850, pw:4.790, ps:7464.806 
FQ:6216.506, am:1.847, pw:4.795, ps:7356.469 
FQ:6223.176, am:1.851, pw:4.790, ps:7385.091 
FQ:6223.176, am:1.847, pw:4.790, ps:7423.434 
FQ:6216.506, am:1.855, pw:4.795, ps:7357.886 
FQ:6216.506, am:1.859, pw:4.790, ps:7441.618 
FQ:6250.000, am:1.856, pw:4.775, ps:7566.872 
FQ:6008.584, am:1.847, pw:4.790, ps:7355.781 
FQ:6008.584, am:1.849, pw:4.795, ps:7353.971 
FQ:6229.860, am:1.850, pw:4.795, ps:7622.396 
FQ:6229.860, am:1.847, pw:4.785, ps:7412.102 
FQ:6236.559, am:1.848, pw:4.785, ps:7462.185 
FQ:6021.505, am:1.848, pw:4.780, ps:7352.768 
FQ:6015.038, am:1.847, pw:4.780, ps:7349.225 
FQ:6216.506, am:1.849, pw:4.780, ps:7516.858 
FQ:6034.483, am:1.847, pw:4.770, ps:7642.674 
FQ:6027.987, am:1.850, pw:4.775, ps:7368.765 
FQ:6223.176, am:1.850, pw:4.780, ps:7550.795 
FQ:6027.987, am:1.847, pw:4.770, ps:7360.294 
FQ:6027.987, am:1.855, pw:4.780, ps:7322.800 
FQ:6243.272, am:1.859, pw:4.780, ps:7437.667 
FQ:6256.742, am:1.858, pw:4.770, ps:7347.974 
FQ:6040.992, am:1.848, pw:4.765, ps:7633.874 
FQ:6040.992, am:1.850, pw:4.760, ps:7622.921 
