FQ:6212.121, am:0.505, pw:6.725, ps:7283.708 
FQ:6060.606, am:0.504, pw:0.540, ps:7761.198 
FQ:6254.767, am:0.506, pw:6.635, ps:7599.328 
FQ:6264.324, am:0.502, pw:6.625, ps:7661.246 
FQ:6273.910, am:0.504, pw:6.620, ps:7639.963 
FQ:6278.714, am:0.504, pw:6.615, ps:7660.030 
FQ:6278.714, am:0.506, pw:6.615, ps:7615.969 
FQ:6293.170, am:0.502, pw:6.580, ps:7684.063 
FQ:6293.170, am:0.505, pw:6.580, ps:7638.615 
FQ:6172.840, am:0.501, pw:6.665, ps:6539.714 
FQ:6307.692, am:0.500, pw:6.575, ps:7734.787 
FQ:6312.548, am:0.502, pw:6.570, ps:7713.968 
FQ:6307.692, am:0.504, pw:6.575, ps:7639.995 
FQ:6307.692, am:0.503, pw:6.570, ps:7694.356 
FQ:6201.550, am:0.504, pw:6.635, ps:6590.760 
FQ:6060.606, am:0.504, pw:0.535, ps:7528.261 
FQ:6317.411, am:0.501, pw:6.570, ps:7702.291 
FQ:6312.548, am:0.500, pw:6.575, ps:7727.060 
FQ:6191.950, am:0.502, pw:6.585, ps:7167.311 
FQ:6312.548, am:0.500, pw:6.575, ps:7721.117 
FQ:6168.080, am:0.504, pw:6.575, ps:7693.600 
FQ:6216.006, am:0.503, pw:6.585, ps:6478.244 
FQ:6327.160, am:0.505, pw:6.570, ps:7656.358 
FQ:6220.840, am:0.500, pw:6.585, ps:6590.720 
FQ:6322.282, am:0.501, pw:6.570, ps:7725.873 
FQ:6196.747, am:0.501, pw:6.575, ps:7541.997 
FQ:6201.550, am:0.501, pw:6.575, ps:7188.263 
FQ:6060.606, am:0.498, pw:0.540, ps:7936.496 
FQ:6191.950, am:0.504, pw:6.575, ps:7581.356 
FQ:6201.550, am:0.506, pw:6.575, ps:7627.864 
FQ:6177.606, am:0.506, pw:6.570, ps:7653.285 
FQ:6220.840, am:0.504, pw:6.550, ps:7661.158 
FQ:6220.840, am:0.506, pw:6.575, ps:6661.166 
FQ:6182.380, am:0.505, pw:6.565, ps:7653.699 
FQ:6206.362, am:0.501, pw:6.570, ps:7323.070 
FQ:6122.449, am:0.498, pw:0.535, ps:7651.812 
FQ:6201.550, am:0.499, pw:6.575, ps:7445.789 
FQ:6060.606, am:0.499, pw:0.545, ps:7855.251 
FQ:6187.162, am:0.502, pw:6.565, ps:7699.302 
FQ:6187.162, am:0.503, pw:6.560, ps:7708.480 
FQ:6182.380, am:0.506, pw:6.565, ps:7671.383 
FQ:6187.162, am:0.503, pw:6.560, ps:7717.764 
FQ:6187.162, am:0.500, pw:6.560, ps:7763.384 
FQ:6206.362, am:0.500, pw:6.565, ps:7742.986 
FQ:6206.362, am:0.500, pw:6.565, ps:7698.053 
FQ:6220.840, am:0.502, pw:6.545, ps:7728.147 
FQ:6216.006, am:0.505, pw:6.550, ps:7689.347 
FQ:6235.386, am:0.505, pw:6.540, ps:7688.595 
FQ:6235.386, am:0.503, pw:6.540, ps:7722.296 
FQ:7339.450, am:0.502, pw:0.550, ps:8114.177 
FQ:6211.180, am:0.500, pw:6.560, ps:7640.506 
FQ:6060.606, am:0.500, pw:0.540, ps:7639.129 
FQ:6211.180, am:0.500, pw:6.525, ps:7411.412 
FQ:6220.840, am:0.502, pw:6.550, ps:7674.531 
FQ:6060.606, am:0.496, pw:0.540, ps:7809.245 
FQ:6240.250, am:0.507, pw:6.530, ps:7658.119 
FQ:7476.636, am:0.505, pw:0.540, ps:7706.988 
FQ:6220.840, am:0.503, pw:6.555, ps:7683.445 
FQ:7476.636, am:0.501, pw:0.545, ps:7807.630 
FQ:6245.121, am:0.503, pw:6.485, ps:7236.648 
FQ:6240.250, am:0.504, pw:6.535, ps:7702.487 
FQ:6060.606, am:0.502, pw:0.540, ps:7841.369 
FQ:6245.121, am:0.504, pw:6.490, ps:7423.783 
FQ:6235.386, am:0.505, pw:6.535, ps:7682.608 
FQ:7407.407, am:0.503, pw:0.545, ps:8087.532 
FQ:6245.121, am:0.510, pw:6.535, ps:7609.858 
FQ:7476.636, am:0.510, pw:0.540, ps:7830.789 
FQ:6235.386, am:0.507, pw:6.540, ps:7669.853 
FQ:7339.450, am:0.505, pw:0.550, ps:7960.760 
FQ:6235.386, am:0.509, pw:6.540, ps:7632.601 
FQ:7339.450, am:0.508, pw:0.550, ps:8012.192 
FQ:6245.121, am:0.502, pw:6.490, ps:7406.745 
FQ:6245.121, am:0.504, pw:6.485, ps:7342.589 
FQ:6245.121, am:0.502, pw:6.530, ps:7739.018 
FQ:6122.449, am:0.500, pw:0.535, ps:7657.253 
FQ:6245.121, am:0.502, pw:6.485, ps:7357.329 
FQ:6245.121, am:0.503, pw:6.490, ps:7732.282 
FQ:6245.121, am:0.500, pw:6.485, ps:7705.030 
FQ:6250.000, am:0.507, pw:6.485, ps:7699.793 
FQ:6245.121, am:0.506, pw:6.535, ps:7678.111 
FQ:6122.449, am:0.505, pw:0.535, ps:7528.783 
FQ:6254.887, am:0.511, pw:6.470, ps:7235.305 
FQ:6254.887, am:0.506, pw:6.470, ps:7371.164 
FQ:6259.781, am:0.505, pw:6.520, ps:6817.405 
FQ:6254.887, am:0.505, pw:6.475, ps:7726.656 
FQ:6250.000, am:0.511, pw:6.485, ps:7610.153 
FQ:6245.121, am:0.502, pw:6.485, ps:7721.401 
FQ:6250.000, am:0.504, pw:6.485, ps:7709.673 
FQ:6250.000, am:0.502, pw:6.485, ps:7747.927 
FQ:6250.000, am:0.500, pw:6.480, ps:7769.612 
FQ:6245.121, am:0.503, pw:6.485, ps:7724.602 
FQ:6250.000, am:0.505, pw:6.485, ps:7700.023 
FQ:6254.887, am:0.505, pw:6.485, ps:7699.978 
FQ:6254.887, am:0.503, pw:6.480, ps:7722.110 
FQ:6259.781, am:0.503, pw:6.475, ps:7742.183 
FQ:6254.887, am:0.502, pw:6.480, ps:7725.234 
FQ:6259.781, am:0.507, pw:6.475, ps:7683.523 
FQ:6259.781, am:0.506, pw:6.475, ps:7688.087 
FQ:6117.647, am:0.505, pw:6.525, ps:6432.898 
FQ:6250.000, am:0.500, pw:6.480, ps:7770.455 
FQ:6264.683, am:0.502, pw:6.470, ps:7745.158 
FQ:6254.887, am:0.503, pw:6.460, ps:7335.072 
FQ:6254.887, am:0.501, pw:6.475, ps:7782.598 
FQ:6259.781, am:0.505, pw:6.470, ps:7710.584 
FQ:6264.683, am:0.506, pw:6.470, ps:7707.786 
FQ:6250.000, am:0.504, pw:6.480, ps:7713.210 
FQ:6254.887, am:0.503, pw:6.460, ps:7306.437 
FQ:6259.781, am:0.503, pw:6.460, ps:7299.345 
FQ:6264.683, am:0.500, pw:6.455, ps:7708.155 
FQ:6264.683, am:0.502, pw:6.470, ps:7759.869 
FQ:6264.683, am:0.505, pw:6.470, ps:7701.030 
FQ:6254.887, am:0.504, pw:6.475, ps:7727.301 
FQ:6279.435, am:0.506, pw:6.515, ps:6716.305 
FQ:6274.510, am:0.503, pw:6.510, ps:6820.737 
FQ:6264.683, am:0.503, pw:6.460, ps:7734.563 
FQ:6264.683, am:0.501, pw:6.465, ps:7775.515 
FQ:6269.592, am:0.505, pw:6.465, ps:7730.077 
FQ:6269.592, am:0.505, pw:6.465, ps:7737.784 
FQ:6264.683, am:0.500, pw:6.470, ps:7808.494 
FQ:6264.683, am:0.502, pw:6.470, ps:7772.150 
FQ:6122.449, am:0.505, pw:6.515, ps:6668.514 
FQ:6122.449, am:0.506, pw:6.520, ps:6538.755 
FQ:6264.683, am:0.506, pw:6.455, ps:7624.869 
FQ:6259.781, am:0.502, pw:6.450, ps:7505.471 
FQ:6127.258, am:0.503, pw:6.515, ps:6587.858 
FQ:6269.592, am:0.503, pw:6.465, ps:7755.331 
FQ:6274.510, am:0.505, pw:6.510, ps:6872.457 
FQ:6274.510, am:0.506, pw:6.460, ps:7699.958 
FQ:6269.592, am:0.506, pw:6.465, ps:7698.464 
