FQ:5914.972, am:0.474, pw:2.715, ps:12338.820 
FQ:5936.920, am:0.475, pw:2.710, ps:12494.905 
FQ:5947.955, am:0.473, pw:2.705, ps:13288.090 
FQ:6319.703, am:0.488, pw:2.705, ps:13638.627 
FQ:5947.955, am:0.474, pw:2.705, ps:12319.379 
FQ:5947.955, am:0.477, pw:2.705, ps:12260.116 
FQ:5947.955, am:0.485, pw:2.705, ps:12082.730 
FQ:5947.955, am:0.481, pw:2.705, ps:12153.951 
FQ:5959.032, am:0.477, pw:2.700, ps:13730.931 
FQ:5959.032, am:0.477, pw:2.700, ps:12256.697 
FQ:5959.032, am:0.482, pw:2.700, ps:13093.793 
FQ:5959.032, am:0.481, pw:2.700, ps:12166.307 
FQ:5959.032, am:0.481, pw:2.695, ps:12115.298 
FQ:5959.032, am:0.480, pw:2.700, ps:12179.061 
FQ:5970.149, am:0.480, pw:2.695, ps:12189.279 
FQ:5959.032, am:0.476, pw:2.690, ps:12282.580 
FQ:5959.032, am:0.476, pw:2.690, ps:12276.655 
FQ:5981.308, am:0.479, pw:2.690, ps:12201.638 
FQ:5970.149, am:0.481, pw:2.690, ps:12158.768 
FQ:5970.149, am:0.479, pw:2.690, ps:12217.837 
FQ:5970.149, am:0.479, pw:2.695, ps:12231.862 
FQ:5981.308, am:0.480, pw:2.695, ps:13724.292 
FQ:5970.149, am:0.479, pw:2.690, ps:12234.172 
FQ:6343.284, am:0.482, pw:2.690, ps:13855.340 
FQ:5981.308, am:0.481, pw:2.685, ps:12190.873 
FQ:5981.308, am:0.481, pw:2.680, ps:12190.868 
FQ:5981.308, am:0.479, pw:2.690, ps:11940.983 
FQ:5981.308, am:0.482, pw:2.690, ps:12170.607 
FQ:6355.140, am:0.482, pw:2.690, ps:13817.077 
FQ:5981.308, am:0.480, pw:2.685, ps:12253.183 
FQ:5992.509, am:0.481, pw:2.685, ps:12230.390 
FQ:5981.308, am:0.481, pw:2.690, ps:12493.937 
FQ:5981.308, am:0.488, pw:2.685, ps:12074.590 
FQ:5992.509, am:0.481, pw:2.685, ps:12245.922 
FQ:5992.509, am:0.480, pw:2.685, ps:12254.187 
FQ:5992.509, am:0.480, pw:2.680, ps:12403.937 
FQ:5981.308, am:0.481, pw:2.680, ps:13314.853 
FQ:6003.752, am:0.480, pw:2.680, ps:12231.879 
FQ:5992.509, am:0.482, pw:2.685, ps:13324.516 
FQ:6003.752, am:0.483, pw:2.680, ps:12173.141 
FQ:5992.509, am:0.481, pw:2.680, ps:12258.517 
FQ:5992.509, am:0.482, pw:2.680, ps:13144.676 
FQ:6003.752, am:0.482, pw:2.680, ps:12232.343 
FQ:6003.752, am:0.482, pw:2.675, ps:11943.937 
FQ:6378.987, am:0.481, pw:2.680, ps:13929.337 
FQ:6390.977, am:0.481, pw:2.680, ps:13924.766 
FQ:6015.038, am:0.481, pw:2.675, ps:12343.807 
FQ:6015.038, am:0.482, pw:2.670, ps:12228.127 
FQ:6003.752, am:0.484, pw:2.675, ps:12309.957 
FQ:6015.038, am:0.483, pw:2.675, ps:12201.218 
FQ:6015.038, am:0.486, pw:2.675, ps:12294.552 
FQ:6003.752, am:0.482, pw:2.680, ps:12195.159 
FQ:6015.038, am:0.482, pw:2.670, ps:12231.537 
FQ:6015.038, am:0.482, pw:2.675, ps:12227.509 
FQ:6003.752, am:0.482, pw:2.680, ps:12214.239 
FQ:6015.038, am:0.482, pw:2.670, ps:12211.298 
FQ:6003.752, am:0.483, pw:2.675, ps:11852.538 
FQ:6015.038, am:0.483, pw:2.670, ps:12196.832 
FQ:6015.038, am:0.481, pw:2.680, ps:13711.156 
FQ:6003.752, am:0.484, pw:2.680, ps:12497.907 
FQ:6026.365, am:0.482, pw:2.670, ps:12214.491 
FQ:6015.038, am:0.482, pw:2.675, ps:13118.675 
FQ:6026.365, am:0.483, pw:2.670, ps:12200.461 
FQ:6403.013, am:0.482, pw:2.670, ps:13966.473 
FQ:6026.365, am:0.482, pw:2.675, ps:13812.774 
FQ:6026.365, am:0.482, pw:2.670, ps:12229.698 
FQ:6026.365, am:0.484, pw:2.665, ps:12198.485 
FQ:6026.365, am:0.485, pw:2.665, ps:12147.526 
FQ:6026.365, am:0.484, pw:2.665, ps:12208.224 
FQ:6026.365, am:0.485, pw:2.665, ps:12183.520 
FQ:6403.013, am:0.483, pw:2.665, ps:13949.785 
FQ:6026.365, am:0.483, pw:2.665, ps:12236.285 
FQ:6026.365, am:0.482, pw:2.675, ps:13723.239 
FQ:6026.365, am:0.485, pw:2.665, ps:12199.982 
FQ:6415.094, am:0.484, pw:2.665, ps:13912.487 
FQ:6026.365, am:0.483, pw:2.670, ps:12229.494 
FQ:6037.736, am:0.482, pw:2.670, ps:13867.603 
FQ:6026.365, am:0.482, pw:2.665, ps:12268.084 
FQ:6403.013, am:0.484, pw:2.665, ps:13877.296 
FQ:6037.736, am:0.484, pw:2.665, ps:13823.076 
FQ:6037.736, am:0.486, pw:2.665, ps:12180.414 
FQ:6037.736, am:0.486, pw:2.665, ps:12164.838 
FQ:6037.736, am:0.486, pw:2.665, ps:12144.688 
FQ:6037.736, am:0.485, pw:2.665, ps:12184.705 
FQ:6415.094, am:0.486, pw:2.665, ps:13802.901 
FQ:6427.221, am:0.485, pw:2.665, ps:13901.865 
FQ:6037.736, am:0.484, pw:2.665, ps:12218.482 
FQ:6037.736, am:0.483, pw:2.665, ps:12245.240 
FQ:6026.365, am:0.484, pw:2.665, ps:12242.217 
FQ:6037.736, am:0.486, pw:2.665, ps:12175.556 
FQ:6037.736, am:0.485, pw:2.665, ps:12212.873 
FQ:6037.736, am:0.486, pw:2.665, ps:12186.382 
FQ:6037.736, am:0.486, pw:2.665, ps:12177.621 
FQ:6037.736, am:0.487, pw:2.665, ps:12129.779 
FQ:6037.736, am:0.485, pw:2.665, ps:12194.507 
FQ:6415.094, am:0.484, pw:2.660, ps:13918.682 
FQ:6037.736, am:0.484, pw:2.665, ps:12220.508 
FQ:6037.736, am:0.484, pw:2.665, ps:12235.378 
FQ:6037.736, am:0.486, pw:2.660, ps:12168.926 
FQ:6037.736, am:0.488, pw:2.665, ps:12129.290 
FQ:6037.736, am:0.486, pw:2.660, ps:12200.682 
FQ:6037.736, am:0.485, pw:2.665, ps:12228.973 
FQ:6037.736, am:0.485, pw:2.665, ps:12203.271 
FQ:6037.736, am:0.484, pw:2.665, ps:12219.692 
FQ:6037.736, am:0.486, pw:2.660, ps:13577.302 
FQ:6037.736, am:0.485, pw:2.660, ps:11887.242 
FQ:6026.365, am:0.484, pw:2.660, ps:12824.476 
FQ:6439.394, am:0.485, pw:2.655, ps:13928.074 
FQ:6037.736, am:0.484, pw:2.660, ps:12222.121 
FQ:6049.149, am:0.486, pw:2.660, ps:11885.744 
FQ:6049.149, am:0.485, pw:2.660, ps:13715.787 
FQ:6049.149, am:0.486, pw:2.660, ps:12180.930 
FQ:6049.149, am:0.484, pw:2.660, ps:12240.535 
FQ:6037.736, am:0.487, pw:2.660, ps:12158.169 
FQ:6037.736, am:0.485, pw:2.660, ps:12196.082 
FQ:6037.736, am:0.485, pw:2.665, ps:12200.938 
FQ:6439.394, am:0.487, pw:2.660, ps:13852.461 
FQ:6083.650, am:0.492, pw:2.645, ps:12091.933 
FQ:6083.650, am:0.489, pw:2.640, ps:13236.931 
FQ:6072.106, am:0.488, pw:2.645, ps:12165.006 
FQ:6072.106, am:0.489, pw:2.645, ps:11841.187 
FQ:6060.606, am:0.486, pw:2.655, ps:12204.801 
FQ:6060.606, am:0.487, pw:2.655, ps:12177.413 
FQ:6060.606, am:0.486, pw:2.650, ps:12223.229 
FQ:6060.606, am:0.486, pw:2.650, ps:12218.382 
FQ:6083.650, am:0.485, pw:2.645, ps:13826.430 
FQ:6072.106, am:0.487, pw:2.650, ps:11914.346 
FQ:6072.106, am:0.486, pw:2.650, ps:11886.904 
FQ:6072.106, am:0.491, pw:2.645, ps:13147.153 
FQ:6083.650, am:0.487, pw:2.645, ps:13731.847 
FQ:6463.878, am:0.487, pw:2.645, ps:13832.009 
FQ:6072.106, am:0.487, pw:2.645, ps:13483.919 
FQ:6060.606, am:0.486, pw:2.650, ps:12204.459 
FQ:6049.149, am:0.489, pw:2.655, ps:12127.254 
FQ:6060.606, am:0.486, pw:2.650, ps:12203.181 
FQ:6060.606, am:0.488, pw:2.650, ps:12164.689 
FQ:6463.878, am:0.487, pw:2.640, ps:13889.030 
FQ:6072.106, am:0.490, pw:2.650, ps:11793.817 
FQ:6476.190, am:0.486, pw:2.640, ps:13926.386 
FQ:6060.606, am:0.487, pw:2.655, ps:12199.274 
FQ:6476.190, am:0.486, pw:2.645, ps:13926.553 
FQ:6083.650, am:0.486, pw:2.645, ps:13400.340 
FQ:6476.190, am:0.485, pw:2.645, ps:13944.444 
FQ:6072.106, am:0.486, pw:2.650, ps:13228.287 
FQ:6083.650, am:0.486, pw:2.650, ps:13809.364 
FQ:6463.878, am:0.486, pw:2.640, ps:13893.380 
FQ:6060.606, am:0.487, pw:2.655, ps:12196.241 
FQ:6060.606, am:0.486, pw:2.655, ps:12313.753 
FQ:6060.606, am:0.487, pw:2.650, ps:12203.014 
FQ:6060.606, am:0.488, pw:2.655, ps:12156.827 
FQ:6060.606, am:0.485, pw:2.655, ps:12232.840 
FQ:6060.606, am:0.488, pw:2.655, ps:12134.096 
FQ:6060.606, am:0.485, pw:2.650, ps:12221.431 
